scientificName,scientificNameAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,variety,subspecies,hybrid,nameStatus,iNaturalistTaxonId,iNaturalistTaxonName,linkName,residencyStatus,FLAG
Dasycottus setiger,Jordan & Starks,Spinyhead Sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Perciformes,Cottoidei,,,Psychrolutidae,,,Dasycottus,setiger,,,,accepted,218156,Dasycottus setiger,Dasycottus setiger,NA,
Delectopecten vancouverensis,,Vancouver Scallop,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,,Pectinoidea,Pectinidae,Camptonectinae,,Delectopecten,vancouverensis,,,,accepted,882077,Delectopecten vancouverensis,Delectopecten vancouverensis,NA,
Dendrobaena attemsi,,,Animalia,Annelida,,,Clitellata,Oligochaeta,,Crassiclitellata,,,,Lumbricidae,,,Dendrobaena,attemsi,,,,accepted,484195,Dendrobaena attemsi,Dendrobaena attemsi,NA,
Dendrobeania lichenoides,Robertson,,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Buguloidea,Bugulidae,,,Dendrobeania,lichenoides,,,,accepted,339213,Dendrobeania lichenoides,Dendrobeania lichenoides,NA,
Dendrobeania murrayana,Bean & Johnston,,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Buguloidea,Bugulidae,,,Dendrobeania,murrayana,,,,accepted,205170,Dendrobeania murrayana,Dendrobeania murrayana,NA,
Dendrochiton flectens,Carpenter,Painted Dendrochiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Dendrochiton,flectens,,,,accepted,494744,Dendrochiton flectens,Dendrochiton flectens,NA,
Dendronotus albus,MacFarland,White Dendronotus,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Dendronotina,,Dendronotoidea,Dendronotidae,,,Dendronotus,albus,,,,accepted,47773,Dendronotus albus,Dendronotus albus,NA,
Dendronotus dalli,Bergh,Dall's Dendronotid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Dendronotina,,Dendronotoidea,Dendronotidae,,,Dendronotus,dalli,,,,accepted,50329,Dendronotus dalli,Dendronotus dalli,NA,
Dendronotus frondosus,,Bushy-backed Nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Dendronotina,,Dendronotoidea,Dendronotidae,,,Dendronotus,frondosus,,,,accepted,423919,Dendronotus frondosus,Dendronotus frondosus,NA,
Dendronotus iris,Cooper,Giant Nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Dendronotina,,Dendronotoidea,Dendronotidae,,,Dendronotus,iris,,,,accepted,47706,Dendronotus iris,Dendronotus iris,NA,
Dendronotus rufus,O'Donoghue,Red Dendronotid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Dendronotina,,Dendronotoidea,Dendronotidae,,,Dendronotus,rufus,,,,accepted,50393,Dendronotus rufus,Dendronotus rufus,NA,
Dendronotus venustus,MacFarland,Branched Dendronotid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Dendronotina,,Dendronotoidea,Dendronotidae,,,Dendronotus,venustus,,,,accepted,129995,Dendronotus venustus,Dendronotus venustus,NA,
Dermasterias imbricata,Grube,Leather Star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,,Asteropseidae,,,Dermasterias,imbricata,,,,accepted,63382,Dermasterias imbricata,Dermasterias imbricata,NA,
Desdimelita californica,,,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Hadziida,Hadzioidea,Melitidae,,,Desdimelita,californica,,,,accepted,1128629,Desdimelita californica,Desdimelita californica,NA,
Deshayesiella spicata,,,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Lepidopleurida,Lepidopleurina,,,Protochitonidae,,,Deshayesiella,spicata,,,,accepted,932407,Deshayesiella spicata,Deshayesiella spicata,NA,
Desmacella austini,,,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Desmacellida,,,,Desmacellidae,,,Desmacella,austini,,,,accepted,459736,Desmacella austini,Desmacella austini,NA,
Desmacella hyalina,,,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Desmacellida,,,,Desmacellidae,,,Desmacella,hyalina,,,,accepted,1125776,Desmacella hyalina,Desmacella hyalina,NA,
Diadumene lineata,,Striped Green Sea Anemone,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Metridioidea,Diadumenidae,,,Diadumene,lineata,,,,accepted,81783,Diadumene lineata,Diadumene lineata,NA,
Diaperoforma californica,d'Orbigny,southern staghorn bryozoan,Animalia,Bryozoa,,,Stenolaemata,,,Cyclostomatida,,,,,,,Diaperoforma,californica,,,,accepted,345872,Diaperoforma californica,Diaperoforma californica,NA,
Diaphus theta,,California Headlightfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Myctophiformes,,,,Myctophidae,Diaphinae,,Diaphus,theta,,,,accepted,218322,Diaphus theta,Diaphus theta,NA,
Diaulula odonoghuei,Steinberg,Northern Leopard Dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Doridoidea,Discodorididae,,,Diaulula,odonoghuei,,,,accepted,508237,Diaulula odonoghuei,Diaulula odonoghuei,NA,
Didemnum carnulentum,Ritter & Forsyth,Pacific White Crust,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Didemnidae,,,Didemnum,carnulentum,,,,accepted,344918,Didemnum carnulentum,Didemnum carnulentum,NA,
Diodora aspera,Rathke,Rough Keyhole Limpet,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Lepetellida,,,Fissurelloidea,Fissurellidae,Fissurellideinae,,Diodora,aspera,,,,accepted,64148,Diodora aspera,Diodora aspera,NA,
Diopatra ornata,Moore,Ornate Tubeworm,Animalia,Annelida,,,Polychaeta,Errantia,,Eunicida,,,,Onuphidae,Onuphinae,,Diopatra,ornata,,,,accepted,339286,Diopatra ornata,Diopatra ornata,NA,
Dirona albolineata,MacFarland,White-lined Dirona,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Janolina,,Proctonotoidea,Dironidae,,,Dirona,albolineata,,,,accepted,47477,Dirona albolineata,Dirona albolineata,NA,
Dirona pellucida,Volodchenko,golden dirona,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Janolina,,Proctonotoidea,Dironidae,,,Dirona,pellucida,,,,accepted,50447,Dirona pellucida,Dirona pellucida,NA,
Discorsopagurus schmitti,Stevens,Tubeworm Hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,,,Discorsopagurus,schmitti,,,,accepted,459564,Discorsopagurus schmitti,Discorsopagurus schmitti,NA,
Distaplia occidentalis,Bancroft,Mushroom Tunicate,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Holozoidae,,,Distaplia,occidentalis,,,,accepted,347339,Distaplia occidentalis,Distaplia occidentalis,NA,
Ditrichocorycaeus anglicus,,,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Copepoda,Podoplea,Cyclopoida,Ergasilida,,,Corycaeidae,,,Ditrichocorycaeus,anglicus,,,,accepted,1196579,Ditrichocorycaeus anglicus,Ditrichocorycaeus anglicus,NA,
Doris montereyensis,Cooper,Monterey Dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Doridoidea,Dorididae,,,Doris,montereyensis,,,,accepted,47469,Doris montereyensis,Doris montereyensis,NA,
Doris odhneri,MacFarland,Odhner's Dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Doridoidea,Dorididae,,,Doris,odhneri,,,,accepted,124210,Doris odhneri,Doris odhneri,NA,
Doryteuthis opalescens,Berry,Opalescent Inshore Squid,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Decapodiformes,Myopsida,,,,Loliginidae,,,Doryteuthis,opalescens,,,,accepted,153981,Doryteuthis opalescens,Doryteuthis opalescens,NA,
Ectopleura crocea,Agassiz,tubular hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Aplanulata,,,Tubulariidae,,,Ectopleura,crocea,,,,accepted,324497,Ectopleura crocea,Ectopleura crocea,NA,
Ectopleura marina,Torrey,Pink-mouth Hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Aplanulata,,,Tubulariidae,,,Ectopleura,marina,,,,accepted,492142,Ectopleura marina,Ectopleura marina,NA,
Edwardsiella loveni,Carlgren,,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Anenthemonae,,Edwardsioidea,Edwardsiidae,,,Edwardsiella,loveni,,,,accepted,939651,Edwardsiella loveni,Edwardsiella loveni,NA,
Eisenia fetida,Savigny,Redworm,Animalia,Annelida,,,Clitellata,Oligochaeta,,Crassiclitellata,,,,Lumbricidae,,,Eisenia,fetida,,,,accepted,127409,Eisenia fetida,Eisenia fetida,NA,
Elassochirus gilli,Benedict,Pacific Red Hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,,,Elassochirus,gilli,,,,accepted,459568,Elassochirus gilli,Elassochirus gilli,NA,
Elassochirus tenuimanus,Dana,Widehand Hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,,,Elassochirus,tenuimanus,,,,accepted,459569,Elassochirus tenuimanus,Elassochirus tenuimanus,NA,
Embiotoca lateralis,Agassiz,Striped Surfperch,Animalia,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Blenniiformes,,,,Embiotocidae,,,Embiotoca,lateralis,,,,accepted,117555,Embiotoca lateralis,Embiotoca lateralis,NA,
Emplectonema gracile,Johnston,green ribbon worm,Animalia,Nemertea,,,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Emplectonematidae,,,Emplectonema,gracile,,,,accepted,337279,Emplectonema gracile,Emplectonema gracile,NA,
Engraulis mordax,Girard,Northern Anchovy,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Clupeiformes,Clupeoidei,,,Engraulidae,Engraulinae,,Engraulis,mordax,,,,accepted,63770,Engraulis mordax,Engraulis mordax,NA,
Enhydra lutris,,Sea Otter,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,,Mustelidae,Lutrinae,,Enhydra,lutris,,,,accepted,41860,Enhydra lutris,Enhydra lutris,NA,
Ennucula tenuis,,NA,Animalia,Annelida,,,Clitellata,,,Enchytraeida,,,,Enchytraeidae,,,,,,,,unknown,0,,Enchytraeus kincaidi,NA,
Ennucula tenuis,,NA,Animalia,Mollusca,,,Bivalvia,,,Nuculida,,,Nuculoidea,Nuculidae,,,Ennucula,tenuis,,,,unknown,202045,Ennucula tenuis,Ennucula tenuis,NA,
Enophrys bison,Girard,Buffalo Sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Perciformes,Cottoidei,,,Psychrolutidae,,,Enophrys,bison,,,,accepted,117536,Enophrys bison,Enophrys bison,NA,
Enteroctopus dofleini,Wülker,Giant Pacific Octopus,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Octopodiformes,Octopoda,Incirrata,,Octopodoidea,Enteroctopodidae,,,Enteroctopus,dofleini,,,,accepted,48863,Enteroctopus dofleini,Enteroctopus dofleini,NA,
Entodesma navicula,Adams & Reeve,Northwest Ugly Clam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,,Pandoroidea,Lyonsiidae,,,Entodesma,navicula,,,,accepted,339164,Entodesma navicula,Entodesma navicula,NA,
Entosphenus tridentatus,,Pacific Lamprey,Animalia,Chordata,Vertebrata,Agnatha,Petromyzonti,,,Petromyzontiformes,,,,Petromyzontidae,Lampetrinae,,Entosphenus,tridentatus,,,,accepted,219216,Entosphenus tridentatus,Entosphenus tridentatus,NA,
Eopsetta jordani,,Petrale Sole,Animalia,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Carangiformes,Pleuronectoidei,,,Pleuronectidae,Hippoglossinae,,Eopsetta,jordani,,,,accepted,83172,Eopsetta jordani,Eopsetta jordani,NA,
Epitonium indianorum,Carpenter,Money Wentletrap,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,,,,Epitonioidea,Epitoniidae,,,Epitonium,indianorum,,,,accepted,129921,Epitonium indianorum,Epitonium indianorum,NA,
Epizoanthus scotinus,Wood,Orange Zoanthid,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Zoantharia,Macrocnemina,,,Epizoanthidae,,,Epizoanthus,scotinus,,,,accepted,429859,Epizoanthus scotinus,Epizoanthus scotinus,NA,
Eschrichtius robustus,Lilljeborg,Grey Whale,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,Cetacea,,Eschrichtiidae,,,Eschrichtius,robustus,,,,accepted,41478,Eschrichtius robustus,Eschrichtius robustus,NA,
Eualus avinus,,Beaked Eualid,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Thoridae,,,Eualus,avinus,,,,accepted,459504,Eualus avinus,Eualus avinus,NA,
Eualus barbatus,,Barbed Eualid,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Thoridae,,,Eualus,barbatus,,,,accepted,459505,Eualus barbatus,Eualus barbatus,NA,
Eualus berkeleyorum,,Berkeley Eualid,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Thoridae,,,Eualus,berkeleyorum,,,,accepted,459506,Eualus berkeleyorum,Eualus berkeleyorum,NA,
Eualus butleri,Jenson,,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Thoridae,,,Eualus,butleri,,,,accepted,459508,Eualus butleri,Eualus butleri,NA,
Eualus lineatus,Wicksten & Butler,Striped Eualid,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Thoridae,,,Eualus,lineatus,,,,accepted,459512,Eualus lineatus,Eualus lineatus,NA,
Eualus macrophthalmus,,Bigeye Eualid,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Thoridae,,,Eualus,macrophthalmus,,,,accepted,459514,Eualus macrophthalmus,Eualus macrophthalmus,NA,
Eualus pusiolus,Krøyer,Doll Eualid,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Thoridae,,,Eualus,pusiolus,,,,accepted,459515,Eualus pusiolus,Eualus pusiolus,NA,
Eualus subtilis,Carvacho & Olson,Pygmy Eualid,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Thoridae,,,Eualus,subtilis,,,,accepted,295204,Eualus subtilis,Eualus subtilis,NA,
Eualus suckleyi,Stimpson,Shortscale Eualid,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Thoridae,,,Eualus,suckleyi,,,,accepted,459517,Eualus suckleyi,Eualus suckleyi,NA,
Eualus townsendi,Rathbun,Townsend Eualid,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Thoridae,,,Eualus,townsendi,,,,accepted,459510,Eualus townsendi,Eualus townsendi,NA,
Eubranchulus rupium,,Rocky Aeolid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Aeolidina,,Fionoidea,Eubranchidae,,,Eubranchulus,rupium,,,,accepted,1668630,Eubranchulus rupium,Eubranchulus rupium,NA,
Eudistylia vancouveri,Kinberg,Northern Feather Duster Worm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Sabellidae,Sabellinae,,Eudistylia,vancouveri,,,,accepted,84864,Eudistylia vancouveri,Eudistylia vancouveri,NA,
Eudorella pacifica,,,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Cumacea,,,,Leuconidae,,,Eudorella,pacifica,,,,accepted,295960,Eudorella pacifica,Eudorella pacifica,NA,
Eumetopias jubatus,Gill,Steller Sea Lion,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Phocoidea,Otariidae,,,Eumetopias,jubatus,,,,accepted,41755,Eumetopias jubatus,Eumetopias jubatus,NA,
Eumicrotremus orbis,Gunther,Pacific Spiny Lumpsucker,Animalia,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Perciformes,Cottoidei,,,Cyclopteridae,Eumicrotreminae,,Eumicrotremus,orbis,,,,accepted,154627,Eumicrotremus orbis,Eumicrotremus orbis,NA,
Eunoe senta,Moore,,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Aphroditiformia,,,Polynoidae,Polynoinae,,Eunoe,senta,,,,accepted,1607768,Eunoe senta,Eunoe senta,NA,
Eupentacta quinquesemita,,Stiff-footed sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,,Sclerodactylidae,,,Eupentacta,quinquesemita,,,,accepted,51695,Eupentacta quinquesemita,Eupentacta quinquesemita,NA,
Eupentacta spp.,Deichmann,,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,,Sclerodactylidae,,,Eupentacta,,,,,accepted,51697,Eupentacta,Eupentacta,NA,
Euphausia spp.,Dana,,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Euphausiacea,,,,Euphausiidae,,,Euphausia,,,,,accepted,195136,Euphausia,Euphausia,NA,
Euphrosine bicirrata,,,Animalia,Annelida,,,Polychaeta,Errantia,,Amphinomida,,,,Euphrosinidae,,,Euphrosine,bicirrata,,,,accepted,942530,Euphrosine bicirrata,Euphrosine bicirrata,NA,
Euphysa spp.,Forbes,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Aplanulata,,,Corymorphidae,,,Euphysa,,,,,accepted,247163,Euphysa,Euphysa,NA,
Euplokamis dunlapae,Mills,,Animalia,Ctenophora,,,Tentaculata,,,Cydippida,,,,Euplokamididae,,,Euplokamis,dunlapae,,,,accepted,873875,Euplokamis dunlapae,Euplokamis dunlapae,NA,
Eurylepta leoparda,Freeman,,Animalia,Platyhelminthes,Rhabditophora,,,,,Polycladida,Cotylea,,,Euryleptidae,,,Eurylepta,leoparda,,,,accepted,447179,Eurylepta leoparda,Eurylepta leoparda,NA,
Eusergestes similis,,Midwater shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Dendrobranchiata,,Sergestoidea,Sergestidae,,,Eusergestes,similis,,,,accepted,459581,Eusergestes similis,Eusergestes similis,NA,
Eusirus columbianus,,,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Amphilochidea,Amphilochida,Eusiroidea,Eusiridae,,,Eusirus,columbianus,,,,accepted,1244099,Eusirus columbianus,Eusirus columbianus,NA,
Euspira pallida,Broderip & G. B. Sowerby I,Pale moonsnail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Naticoidea,Naticidae,Polinicinae,,Euspira,pallida,,,,accepted,873876,Euspira pallida,Euspira pallida,NA,
Eutonina indicans,Romanes,Umbrella Jelly,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Eirenidae,,,Eutonina,indicans,,,,accepted,348053,Eutonina indicans,Eutonina indicans,NA,
Evasterias troschelii,Stimpson,Mottled Star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,,Asteriidae,,,Evasterias,troschelii,,,,accepted,84265,Evasterias troschelii,Evasterias troschelii,NA,
Fabia subquadrata,,Grooved Mussel Crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Pinnotheroidea,Pinnotheridae,Pinnotherinae,,Fabia,subquadrata,,,,accepted,117669,Fabia subquadrata,Fabia subquadrata,NA,
Florometra serratissima,Clark,Common Feather Star,Animalia,Echinodermata,Crinozoa,,Crinoidea,Articulata,,Comatulida,,,Antedonoidea,Antedonidae,Heliometrinae,,Florometra,serratissima,,,,accepted,195902,Florometra serratissima,Florometra serratissima,NA,
Fusitriton oregonensis,Redfield,Oregon Hairy Triton Snail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Tonnoidea,Cymatiidae,,,Fusitriton,oregonensis,,,,accepted,448389,Fusitriton oregonensis,Fusitriton oregonensis,NA,
Gadus chalcogrammus,Pallas,Alaska Pollock,Animalia,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Gadiformes,Gadoidei,,,Gadidae,,,Gadus,chalcogrammus,,,,accepted,614161,Gadus chalcogrammus,Gadus chalcogrammus,NA,
Gadus macrocephalus,Tilesius,Pacific Cod,Animalia,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Gadiformes,Gadoidei,,,Gadidae,,,Gadus,macrocephalus,,,,accepted,180029,Gadus macrocephalus,Gadus macrocephalus,NA,
Galacantha spp.,Milne-Edwards,,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Galatheoidea,Munidopsidae,,,Galacantha,,,,,accepted,1092073,Galacantha,Galacantha,NA,
Gari californica,Conrad,California Sunset Clam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,,Tellinoidea,Psammobiidae,,,Gari,californica,,,,accepted,354323,Gari californica,Gari californica,NA,
Garveia annulata,Nutting,Orange Hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Bougainvilliidae,,,Garveia,annulata,,,,accepted,63662,Garveia annulata,Garveia annulata,NA,
Gasterosteus aculeatus,Linnaeus,Threespine Stickleback,Animalia,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Perciformes,Gasterosteoidei,,,Gasterosteidae,,,Gasterosteus,aculeatus,,,,accepted,48403,Gasterosteus aculeatus,Gasterosteus aculeatus,NA,
Geodia mesotriaena,Lendenfeld,Truckle sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Tetractinellida,Astrophorina,,,Geodiidae,Geodiinae,,Geodia,mesotriaena,,,,accepted,337273,Geodia mesotriaena,Geodia mesotriaena,NA,
Gephyreaster swifti,Fisher,Gunpowder Sea Star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Paxillosida,,,,Pseudarchasteridae,,,Gephyreaster,swifti,,,,accepted,708286,Gephyreaster swifti,Gephyreaster swifti,NA,
Glebocarcinus oregonensis,Dana,Pygmy Rock Crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Cancroidea,Cancridae,,,Glebocarcinus,oregonensis,,,,accepted,429951,Glebocarcinus oregonensis,Glebocarcinus oregonensis,NA,
Glycinde picta,,,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Glyceriformia,,,Goniadidae,,,Glycinde,picta,,,,accepted,339270,Glycinde picta,Glycinde picta,NA,
Glyptocephalus zachirus,Lockington,Rex Sole,Animalia,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Carangiformes,Pleuronectoidei,,,Pleuronectidae,Microstominae,,Glyptocephalus,zachirus,,,,accepted,180030,Glyptocephalus zachirus,Glyptocephalus zachirus,NA,
Gnorimosphaeroma oregonense,Dana,Oregon pillbug,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Sphaeromatidea,,Sphaeromatoidea,Sphaeromatidae,,,Gnorimosphaeroma,oregonense,,,,accepted,123798,Gnorimosphaeroma oregonense,Gnorimosphaeroma oregonense,NA,
Gobiesox maeandricus,Girard,Northern Clingfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Blenniiformes,Gobiesocoidei,,,Gobiesocidae,Gobiesocinae,,Gobiesox,maeandricus,,,,accepted,67409,Gobiesox maeandricus,Gobiesox maeandricus,NA,
Golfingia margaritacea,,NA,Animalia,Sipuncula,,,Sipunculidea,,,Golfingiiformes,,,,Golfingiidae,,,,,,,,unknown,0,,Golfingia margaritacea,NA,
Golfingia vulgaris,de Blainville,NA,Animalia,Sipuncula,,,Sipunculidea,,,Golfingiida,,,,Golfingiidae,,,,,,,,unknown,0,,Golfingia vulgaris,NA,
Goniada brunnea,,,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Glyceriformia,,,Goniadidae,,,Goniada,brunnea,,,,accepted,339269,Goniada brunnea,Goniada brunnea,NA,
Gorgonocephalus eucnemis,Müller & Troschel,Common basket star,Animalia,Echinodermata,Asterozoa,,Ophiuroidea,Myophiuroida,Euryophiurida,Euryalida,,,,Gorgonocephalidae,Gorgonocephalinae,,Gorgonocephalus,eucnemis,,,,accepted,465153,Gorgonocephalus eucnemis,Gorgonocephalus eucnemis,NA,
Grandidierella japonica,,,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Corophiida,Aoroidea,Aoridae,,,Grandidierella,japonica,,,,accepted,209039,Grandidierella japonica,Grandidierella japonica,NA,
Halecium densum,Calkins,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Haleciidae,,,Halecium,densum,,,,accepted,874028,Halecium densum,Halecium densum,NA,
Halichondria bowerbanki,Burton,,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,,Halichondriidae,,,Halichondria,bowerbanki,,,,accepted,120498,Halichondria bowerbanki,Halichondria bowerbanki,NA,
Halichondria panicea,Pallas,Bread-crumb Sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,,Halichondriidae,,,Halichondria,panicea,,,,accepted,186854,Halichondria panicea,Halichondria panicea,NA,
Haliclona cf. mollis,Lambe (genus: L.),,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Haplosclerida,,,,Chalinidae,,,Haliclona,mollis,,,,accepted,459801,Haliclona mollis,Haliclona mollis,NA,
