"scientificName","scientificNameAuthorship","taxonID","kingdom","phylum","class","order","suborder","infraorder","superfamily","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","institutionCode","collectionCode","catalogNumber","datasetName","occurrenceID","recordedBy","recordNumber","fieldNumber","eventDate","year","month","day","basisOfRecord","locality","locationRemarks","island","stateProvince","country","countryCode","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","georeferenceProtocol","georeferenceRemarks","habitat","verbatimDepth","verbatimElevation","occurrenceStatus","samplingProtocol","occurrenceRemarks","individualCount","sex","establishmentMeans","provincialStatus","nationalStatus","identifiedBy","identificationQualifier","identificationRemarks","previousIdentifications","bibliographicCitation","associatedReferences"
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","24937268","iNaturalist","","Lena Dietz Chiasson","","",2019-05-05,"2019","05","05","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8969372213","-123.4111970199","5","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","24941423","iNaturalist","","Katie Kushneryk","","",2019-05-05,"2019","05","05","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.963650507","-123.514584778","5","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","24942323","iNaturalist","","Katie Kushneryk","","",2019-05-05,"2019","05","05","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.897502916","-123.4099828174","5","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","25199546","iNaturalist","","Aimee Pelletier","","",2019-05-04,"2019","05","04","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8723900635","-123.3105826658","5","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","25199677","iNaturalist","","Aimee Pelletier","","",2019-05-04,"2019","05","04","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8999013138","-123.4078783729","5","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","25577920","iNaturalist","","John D Reynolds","","",2019-05-05,"2019","05","05","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9637444444","-123.5145805556","5","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","25577924","iNaturalist","","John D Reynolds","","",2019-05-05,"2019","05","05","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9636638889","-123.514725","7","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","25859341","iNaturalist","","Bridgette Clarkston","","",2019-05-04,"2019","05","04","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.940278","-123.500556","","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","25860486","iNaturalist","","Bridgette Clarkston","","",2019-05-04,"2019","05","04","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.883262333","-123.3168192628","2","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","25861427","iNaturalist","","Bridgette Clarkston","","",2019-05-04,"2019","05","04","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9000051398","-123.3418424113","","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","35033436","iNaturalist","","jae steinhauer","","",2019-10-27,"2019","10","27","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9110014419","-123.3788288621","6","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","44459125","iNaturalist","","Andrew Simon","","",2020-04-30,"2020","04","30","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.97931","-123.5359466667","","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","47177054","iNaturalist","","Jolene Lloyd","","",2020-05-24,"2020","05","24","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.99531031","-123.58533318","9","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","55326220","iNaturalist","","Liam Steele","","",2020-08-01,"2020","08","01","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.959972","-123.508328","2","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","56373888","iNaturalist","","Andrew Simon","","",2020-08-13,"2020","08","13","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9002194773","-123.3410009082","90","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","57099082","iNaturalist","","Andrew Simon","","",2020-08-15,"2020","08","15","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","49.0133930897","-123.5744738652","78","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","57099184","iNaturalist","","Andrew Simon","","",2020-08-15,"2020","08","15","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","49.013214785","-123.5721759457","27","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","57127906","iNaturalist","","Andrew Simon","","",2020-08-15,"2020","08","15","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","49.0126866667","-123.57263","","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","57301077","iNaturalist","","Stephen Hui","","",2020-08-22,"2020","08","22","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.94876333","-123.480705","18","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","60492202","iNaturalist","","Creature_Librarian","","",2020-09-19,"2020","09","19","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9589492539","-123.5070240902","48","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","67834412","iNaturalist","","Andrew Simon","","",2021-01-09,"2021","01","09","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.967301914","-123.5564416396","15","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","67857856","iNaturalist","","Liam Steele","","",2020-08-02,"2020","08","02","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9600839603","-123.5088525464","2","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","70072457","iNaturalist","","Andrew Simon","","",2021-02-23,"2021","02","23","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9088700879","-123.3657096713","35","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","70487046","iNaturalist","","Dave Zeuss Cochrane","","",2021-03-02,"2021","03","02","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9670371736","-123.5563111987","2","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","70777578","iNaturalist","","Siobhan Schenk","","",2021-03-07,"2021","03","07","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.871746973","-123.3099789172","518","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","71173015","iNaturalist","","Andrew Simon","","",2021-03-13,"2021","03","13","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.859871","-123.362481","26","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","72117556","iNaturalist","","David Blaeser","","",2021-03-26,"2021","03","26","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8988888889","-123.3386111111","","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","72230556","iNaturalist","","Julian","","",2021-03-27,"2021","03","27","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","49.01368972","-123.57382433","6","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","72235838","iNaturalist","","Andrew Simon","","",2021-03-27,"2021","03","27","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8965688465","-123.3365295718","54","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","72245223","iNaturalist","","Dave Zeuss Cochrane","","",2021-03-27,"2021","03","27","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8968379406","-123.3364781385","8","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","72321484","iNaturalist","","Andrew Simon","","",2021-03-17,"2021","03","17","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9415916667","-123.502705","","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","82260701","iNaturalist","","Andrew Simon","","",2021-06-08,"2021","06","08","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9067091713","-123.4590334989","49","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","82260710","iNaturalist","","Andrew Simon","","",2021-06-08,"2021","06","08","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.90615182","-123.4581380875","44","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","84398427","iNaturalist","","Andrew Simon","","",2021-06-24,"2021","06","24","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8742036324","-123.3902542446","312","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","84819119","iNaturalist","","Andrew Simon","","",2021-06-27,"2021","06","27","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8758965812","-123.4012263064","77","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","84948271","iNaturalist","","Andrew Simon","","",2021-06-28,"2021","06","28","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8759167326","-123.4012868694","76","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","86788017","iNaturalist","","Emily Adamczyk","","",2021-07-11,"2021","07","11","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8759572522","-123.4013388192","51","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","91082520","iNaturalist","","Dave Zeuss Cochrane","","",2021-08-13,"2021","08","13","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8756175372","-123.4010198826","2","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","100653662","iNaturalist","","Andrew Simon","","",2021-11-06,"2021","11","06","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8710269907","-123.3131464151","132","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","102592172","iNaturalist","","Andrew Simon","","",2021-12-05,"2021","12","05","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8605344396","-123.3662736903","148","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","107521189","iNaturalist","","Gabe Schp","","",2022-02-20,"2022","02","20","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","49.0126946126","-123.5714895048","15","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","107672689","iNaturalist","","Alex Niese","","",2022-02-28,"2022","02","28","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8656629722","-123.349951","","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","110936364","iNaturalist","","Ellyne Geurts","","",2022-02-19,"2022","02","19","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","49.012928","-123.572983","","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","112017933","iNaturalist","","Carly Dietrich","","",2022-04-14,"2022","04","14","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.950661516","-123.4878829993","565","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","119743456","iNaturalist","","Mary Sanseverino","","",2022-05-21,"2022","05","21","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.950180555","-123.487075","4","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","121538478","iNaturalist","","Andrew Simon","","",2022-06-12,"2022","06","12","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8885716667","-123.336295","10","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","123934551","iNaturalist","","Andrew Simon","","",2022-06-24,"2022","06","24","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","49.0128433333","-123.573305","25","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","123934553","iNaturalist","","Andrew Simon","","",2022-06-24,"2022","06","24","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","49.0130566667","-123.5734266667","25","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","123934624","iNaturalist","","Andrew Simon","","",2022-06-24,"2022","06","24","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","49.0139816667","-123.5739216667","25","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","127159455","iNaturalist","","Gabe Schp","","",2022-07-18,"2022","07","18","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8852700265","-123.3213671842","31","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","127180957","iNaturalist","","Gabe Schp","","",2022-07-09,"2022","07","09","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8621733333","-123.32358","","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","127184016","iNaturalist","","Gabe Schp","","",2022-07-08,"2022","07","08","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.881115","-123.3238216667","","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","135389758","iNaturalist","","Liam Steele","","",2022-09-02,"2022","09","02","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9591525073","-123.5091473191","231","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","","","136068370","iNaturalist","","Liam Steele","","",2022-09-03,"2022","09","03","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9566730483","-123.5000063501","863","","","","","","","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","PMLS","","PMLS2021:196","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",1994-09-10,"1994","09","10","","Mary Anne Point","","Galiano Island","British Columbia","Canada","CA","48.86","-123.31","100","","","","","","79","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","PMLS","","PMLS2021:209","Pacific Marine Life Survey Dive Records","","Charlie Gibbs","","",1995-02-23,"1995","02","23","","Cliff House","","Galiano Island","British Columbia","Canada","CA","48.97","-123.56167","100","","","","","","56","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","PMLS","","PMLS2021:218","Pacific Marine Life Survey Dive Records","","Charlie Gibbs","","",1995-02-25,"1995","02","25","","Spanish Hills Store","","Galiano Island","British Columbia","Canada","CA","48.99","-123.58","100","","","","","","96","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","PMLS","","PMLS2021:223","Pacific Marine Life Survey Dive Records","","Charlie Gibbs","","",1995-02-25,"1995","02","25","","Alcala Point","","Galiano Island","British Columbia","Canada","CA","49.002312","-123.590188","100","","","","","","69","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","PMLS","","PMLS2021:231","Pacific Marine Life Survey Dive Records","","Charlie Gibbs","","",1995-02-25,"1995","02","25","","Spanish Hills Store","","Galiano Island","British Columbia","Canada","CA","48.99","-123.58","100","","","","","","62","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","PMLS","","PMLS2021:243","Pacific Marine Life Survey Dive Records","","Charlie Gibbs","","",1996-02-24,"1996","02","24","","Spanish Hills Store","","Galiano Island","British Columbia","Canada","CA","48.99","-123.58","100","","","","","","70","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","PMLS","","PMLS2021:250","Pacific Marine Life Survey Dive Records","","Charlie Gibbs","","",1996-05-29,"1996","05","29","","Spanish Hills Store","","Galiano Island","British Columbia","Canada","CA","48.99","-123.58","100","","","","","","70","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","PMLS","","PMLS2021:256","Pacific Marine Life Survey Dive Records","","Charlie Gibbs","","",1996-09-28,"1996","09","28","","Shaw's Landing","","Galiano Island","British Columbia","Canada","CA","48.898082","-123.331018","100","","","","","","84","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","PMLS","","PMLS2021:260","Pacific Marine Life Survey Dive Records","","Charlie Gibbs","","",1996-09-28,"1996","09","28","","Bodega, off Bodega Ridge","","Galiano Island","British Columbia","Canada","CA","48.955","-123.54","100","","","","","","63","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","PMLS","","PMLS2021:268","Pacific Marine Life Survey Dive Records","","Charlie Gibbs","","",1996-09-29,"1996","09","29","","Retreat Cove, north of","","Galiano Island","British Columbia","Canada","CA","48.94167","-123.51333","100","","","","","","58","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","PMLS","","PMLS2021:288","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2005-12-10,"2005","12","10","","Virago Point","","Galiano Island","British Columbia","Canada","CA","49.00942","-123.58796","100","","","","","","80","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","PMLS","","PMLS2021:333","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2006-11-11,"2006","11","11","","Spanish Hills wall","","Galiano Island","British Columbia","Canada","CA","48.995018","-123.584696","100","","","","","","80","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","PMLS","","PMLS2021:337","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2006-11-18,"2006","11","18","","Spanish Hills Store","","Galiano Island","British Columbia","Canada","CA","48.99","-123.58","100","","","","","","89","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","PMLS","","PMLS2021:356","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2007-09-29,"2007","09","29","","Race Point","","Galiano Island","British Columbia","Canada","CA","49.01283","-123.584794","100","","","","","","69","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","PMLS","","PMLS2021:374","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2007-10-21,"2007","10","21","","Race Point","","Galiano Island","British Columbia","Canada","CA","49.01283","-123.584794","100","","","","","","75","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","PMLS","","PMLS2021:383","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2007-12-15,"2007","12","15","","Spanish Hills Store","","Galiano Island","British Columbia","Canada","CA","48.99","-123.58","100","","","","","","93","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","PMLS","","PMLS2021:406","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2008-02-16,"2008","02","16","","Spanish Hills Store","","Galiano Island","British Columbia","Canada","CA","48.99","-123.58","100","","","","","","91","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","PMLS","","PMLS2021:426","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2008-03-01,"2008","03","01","","Spanish Hills Store","","Galiano Island","British Columbia","Canada","CA","48.99","-123.58","100","","","","","","102","","present","","","","","unlisted","unlisted","","","","","","",""
"Fucus distichus","L.",69155,"Chromista","Ochrophyta","Phaeophyceae","Fucales","","","","Fucaceae","Fucus","","distichus","","species","PMLS","","PMLS2021:436","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2008-03-07,"2008","03","07","","Spanish Hills Store","","Galiano Island","British Columbia","Canada","CA","48.99","-123.58","100","","","","","","71","","present","","","","","unlisted","unlisted","","","","","","",""
