field_1,Taxon,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial,National.S,latitude,longitude,geoprivacy,private_la,private_lo,id,layer,path
"8416",Stellaria media,Stellaria,media,,,,exotic,unlisted,,48.869607000000002,-123.342412999999993,,NA,NA,"12634773",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8417",Stellaria media,Stellaria,media,,,,exotic,unlisted,,48.867058000000000,-123.334428000000003,,NA,NA,"12817049",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8418",Stellaria media,Stellaria,media,,,,exotic,unlisted,,48.866025999999998,-123.333974999999995,,NA,NA,"12817509",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8419",Stellaria media,Stellaria,media,,,,exotic,unlisted,,48.868475629999999,-123.378375500000004,,NA,NA,"17693164",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8420",Stellaria media,Stellaria,media,,,,exotic,unlisted,,48.868475629999999,-123.378375500000004,,NA,NA,"17693185",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8421",Stellaria media,Stellaria,media,,,,exotic,unlisted,,49.007592539999997,-123.576028399999998,,NA,NA,"24497693",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8422",Stellaria media,Stellaria,media,,,,exotic,unlisted,,48.964563890000001,-123.516808299999994,,NA,NA,"24673935",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8423",Stellaria media,Stellaria,media,,,,exotic,unlisted,,48.964355560000001,-123.517494400000004,,NA,NA,"24674110",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8424",Stellaria media,Stellaria,media,,,,exotic,unlisted,,48.962425000000003,-123.517783300000005,,NA,NA,"24684038",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8425",Stellaria media,Stellaria,media,,,,exotic,unlisted,,48.964331870000002,-123.517686400000002,,NA,NA,"24710326",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8426",Stellaria media,Stellaria,media,,,,exotic,unlisted,,48.872114340000003,-123.311684000000000,,NA,NA,"24711654",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8427",Stellaria media,Stellaria,media,,,,exotic,unlisted,,48.872077460000000,-123.312009200000006,,NA,NA,"24712770",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8429",Stellaria media,Stellaria,media,,,,exotic,unlisted,,48.963513130000003,-123.516388000000006,,NA,NA,"24920076",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8430",Stellaria media,Stellaria,media,,,,exotic,unlisted,,48.962454070000000,-123.519126099999994,,NA,NA,"24942119",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8431",Stellaria media,Stellaria,media,,,,exotic,unlisted,,48.897195000000004,-123.341155000000001,,NA,NA,"25085491",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8432",Stellaria media,Stellaria,media,,,,exotic,unlisted,,48.964449999999999,-123.516997200000006,,NA,NA,"25599933",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8433",Stellaria media,Stellaria,media,,,,exotic,unlisted,,48.962436109999999,-123.519180599999999,,NA,NA,"25654973",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8434",Stellaria media,Stellaria,media,,,,exotic,unlisted,,49.014064869999999,-123.573880000000003,,NA,NA,"41396596",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8435",Stellaria media,Stellaria,media,,,,exotic,unlisted,,48.910311669999999,-123.375228300000003,,NA,NA,"41879778",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8436",Stellaria media,Stellaria,media,,,,exotic,unlisted,,48.910341670000001,-123.375643299999993,,NA,NA,"41879784",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8437",Stellaria media,Stellaria,media,,,,exotic,unlisted,,48.914671669999997,-123.389428300000006,,NA,NA,"42682019",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8438",Stellaria media,Stellaria,media,,,,exotic,unlisted,,48.979281669999999,-123.568403300000000,,NA,NA,"42813423",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8439",Stellaria media,Stellaria,media,,,,exotic,unlisted,,48.869455299999998,-123.378194300000004,,NA,NA,"46839068",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8440",Stellaria media,Stellaria,media,,,,exotic,unlisted,,48.875884999999997,-123.385705000000002,,NA,NA,"77854390",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8441",Stellaria media,Stellaria,media,,,,exotic,unlisted,,48.875818330000001,-123.385608300000001,,NA,NA,"77854395",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8442",Stellaria media,Stellaria,media,,,,exotic,unlisted,,48.871811670000000,-123.311036700000002,,NA,NA,"84001275",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8443",Stellaria media,Stellaria,media,,,,exotic,unlisted,,48.987893329999999,-123.549660000000003,,NA,NA,"100641828",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8444",Stellaria media,Stellaria,media,,,,exotic,unlisted,,48.970661669999998,-123.558571700000002,,NA,NA,"107019729",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8445",Stellaria media,Stellaria,media,,,,exotic,unlisted,,48.918136670000003,-123.398221699999993,,NA,NA,"110152148",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8446",Stellaria media,Stellaria,media,,,,exotic,unlisted,,48.909849999999999,-123.373168300000003,,NA,NA,"111052955",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8447",Stellaria media,Stellaria,media,,,,exotic,unlisted,,48.865998329999996,-123.369216699999996,,NA,NA,"111609847",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8448",Stellaria media,Stellaria,media,,,,exotic,unlisted,,49.011085000000001,-123.574548300000004,,NA,NA,"123934545",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8449",Stellaria media,Stellaria,media,,,,exotic,unlisted,,49.013993329999998,-123.573671700000006,,NA,NA,"123934591",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8450",Stellaria media,Stellaria,media,,,,exotic,unlisted,,49.013973329999999,-123.573653300000004,,NA,NA,"123934595",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8477",Symphyotrichum subspicatum,Symphyotrichum,subspicatum,,,,exotic,unlisted,,48.930944210000000,-123.475648399999997,,NA,NA,"58311957",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8478",Symphyotrichum subspicatum,Symphyotrichum,subspicatum,,,,exotic,unlisted,,48.931112120000002,-123.475893299999996,,NA,NA,"59623324",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8479",Symphytum officinale,Symphytum,officinale,,,,exotic,unlisted,,48.991937370000002,-123.570740599999993,,NA,NA,"14524696",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8480",Symphytum officinale,Symphytum,officinale,,,,exotic,unlisted,,48.879215989999999,-123.314257499999997,,NA,NA,"25469252",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8481",Symphytum officinale,Symphytum,officinale,,,,exotic,unlisted,,48.880337070000003,-123.351429600000003,,NA,NA,"75950778",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8482",Tanacetum parthenium,Tanacetum,parthenium,,,,exotic,unlisted,,48.860808329999998,-123.352433300000001,,NA,NA,"13755090",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8483",Tanacetum parthenium,Tanacetum,parthenium,,,,exotic,unlisted,,48.865938890000002,-123.350272200000006,,NA,NA,"13983184",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8484",Tanacetum parthenium,Tanacetum,parthenium,,,,exotic,unlisted,,48.878114689999997,-123.315477799999996,,NA,NA,"42682060",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8485",Tanacetum parthenium,Tanacetum,parthenium,,,,exotic,unlisted,,48.868253009999997,-123.347829800000000,,NA,NA,"43552418",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8486",Tanacetum parthenium,Tanacetum,parthenium,,,,exotic,unlisted,,48.866032560000001,-123.350774799999996,,NA,NA,"43552419",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8487",Tanacetum parthenium,Tanacetum,parthenium,,,,exotic,unlisted,,48.866050710000003,-123.350753400000002,,NA,NA,"43552420",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8488",Tanacetum parthenium,Tanacetum,parthenium,,,,exotic,unlisted,,48.878131750000001,-123.320604200000005,,NA,NA,"52033969",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8489",Tanacetum parthenium,Tanacetum,parthenium,,,,exotic,unlisted,,48.878995000000003,-123.320396700000003,,NA,NA,"102639361",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8490",Tanacetum vulgare,Tanacetum,vulgare,,,,exotic,unlisted,,48.999918999999998,-123.563765000000004,,NA,NA,"3680834",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8491",Tanacetum vulgare,Tanacetum,vulgare,,,,exotic,unlisted,,48.928605910000002,-123.468363400000001,,NA,NA,"14408173",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8492",Tanacetum vulgare,Tanacetum,vulgare,,,,exotic,unlisted,,48.993325759999998,-123.559338499999996,,NA,NA,"57128055",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8541",Teesdalia nudicaulis,Teesdalia,nudicaulis,,,,exotic,unlisted,,48.863511670000001,-123.362228299999998,,NA,NA,"42637654",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8542",Teesdalia nudicaulis,Teesdalia,nudicaulis,,,,exotic,unlisted,,48.914621629999999,-123.389110799999997,,NA,NA,"42682016",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8543",Teesdalia nudicaulis,Teesdalia,nudicaulis,,,,exotic,unlisted,,49.012827780000002,-123.572874999999996,,NA,NA,"110304683",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8582",Thlaspi arvense,Thlaspi,arvense,,,,exotic,unlisted,,48.867255520000001,-123.338356000000005,,NA,NA,"6217506",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8583",Thlaspi arvense,Thlaspi,arvense,,,,exotic,unlisted,,48.928660319999999,-123.467960399999996,,NA,NA,"6218078",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8760",Torilis arvensis,Torilis,arvensis,,,,exotic,unlisted,,48.867548999999997,-123.338527999999997,,NA,NA,"3351252",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8761",Torilis arvensis,Torilis,arvensis,,,,exotic,unlisted,,48.900393950000002,-123.407017499999995,,NA,NA,"53022079",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8762",Torilis arvensis,Torilis,arvensis,,,,exotic,unlisted,,48.971813890000000,-123.543430599999994,,NA,NA,"53064657",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8763",Torilis arvensis,Torilis,arvensis,,,,exotic,unlisted,,48.927238510000002,-123.468517700000007,,NA,NA,"53292043",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8764",Torilis arvensis,Torilis,arvensis,,,,exotic,unlisted,,48.927173689999996,-123.468374100000005,,NA,NA,"53379579",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8765",Torilis arvensis,Torilis,arvensis,,,,exotic,unlisted,,48.932712649999999,-123.479224599999995,,NA,NA,"53996869",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8766",Torilis arvensis,Torilis,arvensis,,,,exotic,unlisted,,48.875838889999997,-123.384663900000007,,NA,NA,"83738280",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8767",Torilis arvensis,Torilis,arvensis,,,,exotic,unlisted,,48.865904999999998,-123.368044999999995,,NA,NA,"85291214",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8768",Torilis arvensis,Torilis,arvensis,,,,exotic,unlisted,,48.864928329999998,-123.366770000000002,,NA,NA,"85291220",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8769",Torilis arvensis,Torilis,arvensis,,,,exotic,unlisted,,48.919461669999997,-123.404336700000002,,NA,NA,"98631299",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8770",Torilis arvensis,Torilis,arvensis,,,,exotic,unlisted,,48.929551400000001,-123.470874300000006,,NA,NA,"100274949",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8771",Torilis arvensis,Torilis,arvensis,,,,exotic,unlisted,,48.990511669999997,-123.551135000000002,,NA,NA,"100641869",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8772",Torilis arvensis,Torilis,arvensis,,,,exotic,unlisted,,48.910794439999997,-123.416138900000007,,NA,NA,"125219485",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8773",Torilis japonica,Torilis,japonica,,,,exotic,unlisted,,48.929661000000003,-123.477423000000002,,NA,NA,"2563575",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8774",Torilis japonica,Torilis,japonica,,,,exotic,unlisted,,48.923825000000001,-123.460064000000003,,NA,NA,"2625063",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8775",Torilis japonica,Torilis,japonica,,,,exotic,unlisted,,48.915923999999997,-123.425291999999999,,NA,NA,"3340733",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8776",Torilis japonica,Torilis,japonica,,,,exotic,unlisted,,48.870460000000001,-123.382130000000004,,NA,NA,"6665242",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8777",Torilis japonica,Torilis,japonica,,,,exotic,unlisted,,48.876097999999999,-123.386035000000007,,NA,NA,"6817978",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8835",Tragopogon porrifolius,Tragopogon,porrifolius,,,,exotic,unlisted,,48.896949999999997,-123.406677000000002,,NA,NA,"3310912",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"8836",Tragopogon porrifolius,Tragopogon,porrifolius,,,,exotic,unlisted,,48.898259000000003,-123.408028999999999,,NA,NA,"3498726",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
