"","area","Family","TaxonName","iNatTaxon","HJ_comment","FPNW_note","critical_comments","reviewed","iNat_taxon"
"258","sji","Brassicaceae","Lepidium densiflorum","Lepidium densiflorum","Occasional sandy, saline soils.","s. lat.","","","Lepidium densiflorum"
"259","sji","Brassicaceae","Lepidium didymum","Lepidium didymum","Occasional vacant lots, gardens San Juan. Atkinson Friday Harbour 1986. Zika false Bay 2018.","","","","Lepidium didymum"
"260","sji","Brassicaceae","Lepidium draba","Lepidium draba","Local on strand at Mackaye Harbour, Lopez. Zika 2001.","","","","Lepidium draba"
"261","sji","Brassicaceae","Lepidium heterophyllum","Lepidium heterophyllum","Dunwiddie and Zika Patos at campsites 2018.","","","","Lepidium heterophyllum"
"262","sji","Brassicaceae","Lepidium oxycarpum","Lepidium oxycarpum","AC 1983 Cattle Point vernally moist soil pockets on rock. Population reduced 1992. Zika same 1999. AS Cattle Point iNaturalist report 2019. Dunwiddie Goose Island 2021.","","","","Lepidium oxycarpum"
"263","sji","Brassicaceae","Lepidium perfoliatum","Lepidium perfoliatum","Occasional European weed; often near dumpsters and parking lots. Atkinson north edge of Sportsman's Lake 1992.","","","","Lepidium perfoliatum"
"264","sji","Brassicaceae","Lepidium ramosissimum","Lepidium ramosissimum","Peck Friday Harbour 1923.","","","","Lepidium ramosissimum"
"265","sji","Brassicaceae","Lepidium virginicum","Lepidium virginicum","Strand, rocky coastal bluffs, less often sandy, upland meadows.","","","","Lepidium virginicum"
"266","sji","Brassicaceae","Lobularia maritima","Lobularia maritima","Escaping garden species, found chiefly in Friday Harbour and Eastsound.","","","","Lobularia maritima"
"267","sji","Brassicaceae","Lunaria annua","Lunaria annua","Occasional escape, mostly San Juan.","","","","Lunaria annua"
"268","sji","Brassicaceae","Nasturtium officinale","Nasturtium officinale","Low, wet ground; escaped on Stuart and Orcas.","","","","Nasturtium officinale"
"269","sji","Brassicaceae","Raphanus raphanistrum","Raphanus raphanistrum","Occasional Lopez and San Juan.","","","","Raphanus raphanistrum"
"270","sji","Brassicaceae","Raphanus sativus","Raphanus sativus","Cultivated and marginally escaped, long persistant and spreading; Lopez and San Juan.","","","","Raphanus sativus"
"271","sji","Brassicaceae","Rorippa curvisiliqua","Rorippa curvisiliqua","Widespread, wet places and vernal pools, often on sandy soil.","","","","Rorippa curvisiliqua"
"272","sji","Brassicaceae","Rorippa palustris","Rorippa palustris","Rotting logs in lakes or boggy edge; rare. Peck1923 Sportsmans Lake.","","","","Rorippa palustris"
"273","sji","Brassicaceae","Sinapis arvensis","Sinapis arvensis","Adventive roadsides and gardens; most common on Lopez and San Juan.","","","","Sinapis arvensis"
"274","sji","Brassicaceae","Sisymbrium altissimum","Sisymbrium altissimum","Fairly common; dry, open places.","","","","Sisymbrium altissimum"
"275","sji","Brassicaceae","Sisymbrium officinale","Sisymbrium officinale","Common weed.","","","","Sisymbrium officinale"
"276","sji","Brassicaceae","Teesdalia nudicaulis","Teesdalia nudicaulis","Locally common, open lichen balds on Mt Constitution.","","","","Teesdalia nudicaulis"
"277","sji","Brassicaceae","Thlaspi arvense","Thlaspi arvense","Moist, grassy places; occasional.","","","","Thlaspi arvense"
"278","sji","Brassicaceae","Thysanocarpus curvipes","Thysanocarpus curvipes","Open, gravelly slopes, rare. No records on Floristic Atlas of the San Juan Islands.","","","","Thysanocarpus curvipes"
"279","sji","Brassicaceae","Turritis glabra","Turritis glabra","Dry meadows and exposed rocky outcrops, often where subject to past grazing; common throughout.","","","","Turritis glabra"
"280","sji","Cabombaceae","Brasenia schreberi","Brasenia schreberi","Occasional; lakes on Orcas and San Juan.","","","","Brasenia schreberi"
"281","sji","Cactaceae","Opuntia fragilis","Opuntia fragilis","Widespread on dry, rocky outcrops and meadows, often near salt water.","","","","Opuntia fragilis"
"282","sji","Campanulaceae","Campanula medium","Campanula medium","C. medium L., persicifolia L., and rapunculoides L. reported escaped and naturalized from area.","","","","Campanula medium"
"283","sji","Campanulaceae","Campanula rotundifolia","Campanula rotundifolia","Widespread but most common on Mt Constitution and Chadwick Hill;","","","","Campanula rotundifolia"
"284","sji","Campanulaceae","Campanula scouleri","Campanula scouleri","Transitional coniferous forest, often where mossy, widespread and fairly common..","","","","Campanula scouleri"
"285","sji","Campanulaceae","Githopsis specularioides","Githopsis specularioides","Vernally moist depressions and seeps on rocky outcrops; Historically Yellow-Wasp group and more recently Cady Mt, San Juan.","","","","Githopsis specularioides"
"286","sji","Campanulaceae","Lobelia dortmanna","Lobelia dortmanna","Shallow lake edge; local at Mountain Lake, Orcas.","","","","Lobelia dortmanna"
"287","sji","Campanulaceae","Triodanis perfoliata","Triodanis perfoliata","Steep, exposed rocky cliffs, widespread but scattered.","","","","Triodanis perfoliata"
"288","sji","Cannabaceae","Humulus lupulus var. lupulus","Humulus lupulus lupulus","Peck roadside Friday Harbour 1923.","","","","Humulus lupulus lupulus"
"289","sji","Caprifoliaceae","Centranthus ruber","Centranthus ruber","Occasionally escaped in Friday Harbour.","","","","Centranthus ruber"
"290","sji","Caprifoliaceae","Dipsacus fullonum","Dipsacus fullonum","Fairly common along roadsides.","","","","Dipsacus fullonum"
"291","sji","Caprifoliaceae","Linnaea borealis ssp. longiflora","Linnaea borealis longiflora","Common; mossy forest floors and fringes.","","","","Linnaea borealis longiflora"
"292","sji","Caprifoliaceae","Lonicera ciliosa","Lonicera ciliosa","Common; dry, open coniferous forest.","","","","Lonicera ciliosa"
"293","sji","Caprifoliaceae","Lonicera hispidula","Lonicera hispidula","Common; open woods.","","","","Lonicera hispidula"
"294","sji","Caprifoliaceae","Lonicera involucrata var. involucrata","Lonicera involucrata involucrata","Swampy, low ground, often along lakes; fairly common.","","","","Lonicera involucrata involucrata"
"295","sji","Caprifoliaceae","Plectritis congesta","Plectritis congesta","Locally abundant and present on many smaller islands; seaside meadows.","","","","Plectritis congesta"
"296","sji","Caprifoliaceae","Symphoricarpos albus","Symphoricarpos albus","Abundant; dry, exposed slopes to shady woods and roadsides.","","","","Symphoricarpos albus"
"297","sji","Caprifoliaceae","Symphoricarpos mollis var. hesperius","Symphoricarpos mollis hesperius","Moist mixed forest edge and adjacent gravelly slopes; rare; Mt Dallas-Cady Mt and higher elevation on Orcas.","","","","Symphoricarpos mollis hesperius"
"298","sji","Caprifoliaceae","Valeriana scouleri","Valeriana sitchensis scouleri","Moist, shady coniferous woods; rare; known from Sucia and Matia. HJ obs abundant on Sucia 1994.","","","","Valeriana sitchensis scouleri"
"299","sji","Caprifoliaceae","Valerianella locusta","Valerianella locusta","Cut-over areas, forest edge and roadsides; occasional, chiefly on Lopez.","","","","Valerianella locusta"
"300","sji","Caryophyllaceae","Agrostemma githago","Agrostemma githago","Pope 1904, Friday Harbour.","","","","Agrostemma githago"
"301","sji","Caryophyllaceae","Arenaria paludicola","Arenaria paludicola","Northwest Stuart Island in grass on airfield 1985. Not relocated in searches 1992, 1995. =Mauranthemum paludosum (Poir.) Vogt & Oberpr. This species is not considered naturalized in the flora.","","","","Arenaria paludicola"
"302","sji","Caryophyllaceae","Arenaria serpyllifolia","Arenaria serpyllifolia","Dry, gravelly meadows, occasionally open coniferous woods, common.","","","","Arenaria serpyllifolia"
"303","sji","Caryophyllaceae","Cerastium arvense ssp. strictum","Cerastium arvense strictum","Abundant, meadows.","","","","Cerastium arvense strictum"
"304","sji","Caryophyllaceae","Cerastium brachypodum","Cerastium brachypodum","Dry meadows, occasional. Refered to C. semidecandrum in A&S 1993.","","","","Cerastium brachypodum"
"305","sji","Caryophyllaceae","Cerastium fontanum ssp. vulgare","Cerastium holosteoides","Open places, beaches, waste sites; often abundant.","","","","Cerastium holosteoides"
"306","sji","Caryophyllaceae","Cerastium glomeratum","Cerastium glomeratum","Common to abundant; often on lawns.","","","","Cerastium glomeratum"
"307","sji","Caryophyllaceae","Cerastium pumilum","Cerastium pumilum","Many collections","","","","Cerastium pumilum"
"308","sji","Caryophyllaceae","Cerastium semidecandrum","Cerastium semidecandrum","Meadows; often near salt water;most common on San Juan. Material refered to Cerastium nutans in A&S1983 belongs here.","","","","Cerastium semidecandrum"
"309","sji","Caryophyllaceae","Cerastium tomentosum","Cerastium tomentosum","Cultivated in rock gardens and sometimes escaping; long persistant and spreading.","","","","Cerastium tomentosum"
"310","sji","Caryophyllaceae","Dianthus armeria","Dianthus armeria","Occasional in open, gravelly or sandy sites on the main islands. Zika reports D. barbatus L. from weedy bank Friday Harbour 2001","","","","Dianthus armeria"
"311","sji","Caryophyllaceae","Dianthus barbatus","Dianthus barbatus","Zika Friday Harbour 2001, presumably spread from cultivation, steep weedy bank, full sun, with Festuca arundinacea, Vicia sativa, V. villosa.","","","","Dianthus barbatus"
"312","sji","Caryophyllaceae","Holosteum umbellatum","Holosteum umbellatum","Grassy waste ground, Fairgrounds, Argyle Road, Friday Harbor, San Juan Zika 2001.","","","","Holosteum umbellatum"
"313","sji","Caryophyllaceae","Honckenya peploides ssp. major","Honckenya peploides major","Strand, most common on the west shore of Lopez; scattered throughout from San Juan to Sucia.","","","","Honckenya peploides major"
"314","sji","Caryophyllaceae","Lychnis coronaria","Silene coronaria","Cultivated and widely escaped; uncommon but increasing.","","","","Silene coronaria"
"315","sji","Caryophyllaceae","Moehringia macrophylla","Moehringia macrophylla","Moist coniferous forest and margins; fairly common on Orcas, especially on Mt Constitution; much less common on Mt Dallas and elsewhere.","","","","Moehringia macrophylla"
"316","sji","Caryophyllaceae","Moenchia erecta","Moenchia erecta","Zika 2018 Biggs Reservoir, San Juan. Occasional in grassy roadbed, occasionally mowed, full sun, with weedy grasses.","","","","Moenchia erecta"
"317","sji","Caryophyllaceae","Sabulina macra","Sabulina macra","Dry, grassy meadows and outcrops; uncommon but widespread up to higher elevations on Mt Constitution. Reported as Minaurtia tenella in A&S1993.","","","","Sabulina macra"
"318","sji","Caryophyllaceae","Sabulina rubella","Sabulina rubella","Giblin Blind Island, Frye Friday Harbour 1905 reported as Minuatia r.","","","","Sabulina rubella"
"319","sji","Caryophyllaceae","Sagina apetala","Sagina apetala","Zika & Dunwiddie open soil near shoreline. Occasional, San Juan, Orcas, Lopez and smaller islands.","","","","Sagina apetala"
"320","sji","Caryophyllaceae","Sagina decumbens ssp. occidentalis","Sagina decumbens occidentalis","Dry, gravelly meadows or roadcuts; occasional. Many collections CPNWH","","","","Sagina decumbens occidentalis"
"321","sji","Caryophyllaceae","Sagina maxima ssp. crassicaulis","Sagina maxima crassicaulis","Rocky bluff to steep, glacial banks near salt water; often in vernally moist depressions. Common along the southern edge of the archipelago.","","","","Sagina maxima crassicaulis"
"322","sji","Caryophyllaceae","Sagina procumbens","Sagina procumbens","Weedy in damp, open places; common.","","","","Sagina procumbens"
"323","sji","Caryophyllaceae","Scleranthus annuus","Scleranthus annuus","Gravelly roadsides; occasional. Atkinson American Camp and Arglye Road, San Juan.","","","","Scleranthus annuus"
"324","sji","Caryophyllaceae","Silene antirrhina","Silene antirrhina","Occasional dry meadows and forest edge, mostly in northern part of our range.","","","","Silene antirrhina"
"325","sji","Caryophyllaceae","Silene gallica","Silene gallica","Waste soils, meadows and rocky outcrops throughout.","","","","Silene gallica"
"326","sji","Caryophyllaceae","Silene latifolia","Silene latifolia","Occasional on larger islands; roadsides, waste places.","","","","Silene latifolia"
"327","sji","Caryophyllaceae","Silene menziesii","Silene menziesii","Dunwiddie & Zika Patos Island 2018. iNaturalist report Cypress Island.","","","","Silene menziesii"
"328","sji","Caryophyllaceae","Silene scouleri","Silene scouleri","Meadows and dry, open coniferous forest; substantial colony at Iceberg Point, rare on San Juan.","","","","Silene scouleri"
"329","sji","Caryophyllaceae","Silene vulgaris","Silene vulgaris","Occasional roadsides and waste places.","","","","Silene vulgaris"
"330","sji","Caryophyllaceae","Spergula arvensis","Spergula arvensis","Lawns and gardens, uncommon but increasing.","","","","Spergula arvensis"
"331","sji","Caryophyllaceae","Spergularia canadensis var. occidentalis","Spergularia canadensis occidentalis","Common; salt marshes. Including vars canadensis and occidentalis.","","","","Spergularia canadensis occidentalis"
"332","sji","Caryophyllaceae","Spergularia diandra","Spergularia diandra","Sandy or gravelly, often hard-packed waste soils. CPNWH shows no nearby locations. CDC Explorer no records. Exclude?","","","","Spergularia diandra"
"333","sji","Caryophyllaceae","Spergularia macrotheca","Spergularia macrotheca","Common, salt marshes gravelly meadows and rocky costal bluffs.","","","","Spergularia macrotheca"
"334","sji","Caryophyllaceae","Spergularia rubra","Spergularia rubra","Weedy sites to strand; common. S. bocconei (Scheele) Graebn. known from Whidby Island and Port Angeles","","","","Spergularia rubra"
"335","sji","Caryophyllaceae","Spergularia salina","Spergularia marina","Occasional in salt marshes.","","","","Spergularia marina"
"336","sji","Caryophyllaceae","Stellaria borealis ssp. sitchana","Stellaria borealis sitchana","Edges of swamps and other wet places; often in heavy shade. Reported as S. bongardiana.","","","","Stellaria borealis sitchana"
"337","sji","Caryophyllaceae","Stellaria crispa","Stellaria crispa","Deep, moist woods and stream banks; common.","","","","Stellaria crispa"
"338","sji","Caryophyllaceae","Stellaria graminea","Stellaria graminea","Lawns, ditches; occasional european weed.","","","","Stellaria graminea"
"339","sji","Caryophyllaceae","Stellaria longipes","Stellaria longipes","Rare; known from a single wet meadow station near Cold Springs, Mt Constitution. Also Naas collections Agate Beach, Lopez 1994. Lawrence Stuart Island 1904.","","","","Stellaria longipes"
"340","sji","Caryophyllaceae","Stellaria media","Stellaria media","Common; waste places throughout.","","","","Stellaria media"
"341","sji","Caryophyllaceae","Stellaria nitens","Stellaria nitens","Meadows.","","","","Stellaria nitens"
"342","sji","Caryophyllaceae","Stellaria pallida","Stellaria apetala","Gravelly meadows of south San Juan Island. Patos, Sucia, Lopez, Orcas.","","","","Stellaria apetala"
"343","sji","Caryophyllaceae","Vaccaria hispanica","Vaccaria hispanica","Adventive, cultivated soils and roadsides; collected once Rigg 1908 Friday Harbour.","","","","Vaccaria hispanica"
"344","sji","Celastraceae","Paxistima myrsinites","Paxistima myrsinites","Steep, shaded rocky slopes; mostly confined to Orcas and the Sucia group but occasionally elsewhere.","","","","Paxistima myrsinites"
"345","sji","Ceratophyllaceae","Ceratophyllum demersum","Ceratophyllum demersum","Larger lakes; often abundant on Orcas, San Juan and Blakely. Atkinson Sportsmans Lake 1986.","","","","Ceratophyllum demersum"
"346","sji","Convolvulaceae","Calystegia × lucana","Calystegia × lucana","Zika Friday Harbour, San Juan 2002.","not in FPNW2","","","Calystegia × lucana"
"347","sji","Convolvulaceae","Calystegia sepium","Calystegia sepium","Hedgerows and moist, waste places; common, chiefly in towns. CPNWH listed as Calystegia ×lucana (Ten.) G. Don","","","","Calystegia sepium"
"348","sji","Convolvulaceae","Calystegia silvatica","Calystegia silvatica","PZ Friday Harbour vacant weedy lot, full sun 2002.","","","","Calystegia silvatica"
"349","sji","Convolvulaceae","Calystegia soldanella","Calystegia soldanella","Local; glacial outwash bluffs at Cattle Point, westward to South Beach where it is numerous.","","","","Calystegia soldanella"
"350","sji","Convolvulaceae","Convolvulus arvensis","Convolvulus arvensis","Locally common in hedgerows and waste places on San Juan; less frequent other main islands.","","","","Convolvulus arvensis"
"351","sji","Convolvulaceae","Cuscuta epithymum","Cuscuta epithymum","Rare; known from Peck's 1923 collection in a meadow southeast of Roche Harbour, San Juan.","","","","Cuscuta epithymum"
"352","sji","Convolvulaceae","Cuscuta pacifica var. pacifica","Cuscuta pacifica pacifica","Salicornia marshes; common.","","","","Cuscuta pacifica pacifica"
"353","sji","Cornaceae","Cornus canadensis","Cornus canadensis","Moist, mossy coniferous woods near Summit lake, Orcas; rare. Reported as C. unalaschkensis Ledeb. (possible?)","","","","Cornus canadensis"
"354","sji","Cornaceae","Cornus nuttallii","Cornus nuttallii","Scattered and rare on larger islands in mixed Alder-Fir forests; most common in the northern tier.","","","","Cornus nuttallii"
"355","sji","Cornaceae","Cornus occidentalis","Cornus sericea occidentalis","Lawrence Stuart Island 1904.","","","","Cornus sericea occidentalis"
"356","sji","Cornaceae","Cornus stolonifera","Cornus sericea","Swampy places in Humic Gleyed soils; widespread and fairly common near lakes. Reported as C. serica v. occidentalis","","","","Cornus sericea"
"357","sji","Crassulaceae","Crassula connata","Crassula connata","Rare; vernally moist depressions in rocky outcrops, Deadman Bay to Mt Dallas. AC Speiden Island.","","","","Crassula connata"
"358","sji","Crassulaceae","Crassula tillaea","Crassula tillaea","iNaturalist posts Mt Dallas, Friday Harbour and Kansas Cove, San Juan. Walker Lopez 2020. Green 2006 Posey Island. Zika Deadman Bay, San Juan 2021. Zika Sucia 2021.","","","","Crassula tillaea"
"359","sji","Crassulaceae","Sedum acre","Sedum acre","Widely cultivated and often escaped from rock gardens, chiefly in Friday Harbour and Eastsound","","","","Sedum acre"
"360","sji","Crassulaceae","Sedum album","Sedum album","Cultivated rock garden escape, chiefly Friday Harbour.","","","","Sedum album"
"361","sji","Crassulaceae","Sedum divergens","Sedum divergens","Rare; rocky cliffs and talus near summit of Mt Constitution where collected in 1908.","","","","Sedum divergens"
"362","sji","Crassulaceae","Sedum lanceolatum","Sedum lanceolatum","Widespread, rocky outcrops, usually near saltwater, throughout.","recorded by HJ: Sedum lanceolatum var. nesioticum; Sedum lanceolatum var. nesioticum not recognized in FPNW2","","","Sedum lanceolatum"
"363","sji","Crassulaceae","Sedum oreganum","Sedum oreganum","Locally common on Mt Constitution.","","","","Sedum oreganum"
"364","sji","Crassulaceae","Sedum spathulifolium","Sedum spathulifolium","Rocky outcrops, often in partial shade; common and widespread throughout.","","","","Sedum spathulifolium"
"365","sji","Crassulaceae","Sedum stenopetalum","Sedum stenopetalum","Martin 1940 near Friday Harbour. Dunkle 1919 Friday Harbour, Baker 1941 Argyle Lagoon,","","","","Sedum stenopetalum"
"366","sji","Cucurbitaceae","Marah oreganus","Marah oregana","Locally common, chiefly on San Juan and Orcas; roadside, scrubby areas. Lawrence Stuart Island 1904. Lopez roadside iNaturalist observation 2021.","","","","Marah oregana"
"367","sji","Cupressaceae","Juniperus scopulorum","Juniperus scopulorum","Open, rocky slopes near salt water; common. Reported as J. maritima from Sucia.","","""Genetically this is J. maritima, but you follow the Flora of the PNW (2nd Ed.) so this is fine with the note they are the same thing."" FL E-Flora BC and other PNW collections are using J. maritima","","Juniperus scopulorum"
"368","sji","Cupressaceae","Thuja plicata","Thuja plicata","Valley bottoms, north facing slopes, usually where moist; common.","","","","Thuja plicata"
"369","sji","Cyperaceae","Bolboschoenus maritimus ssp. paludosus","Bolboschoenus maritimus paludosus","Rare due to lack of estuarine habitats that it prefers.","","","","Bolboschoenus maritimus paludosus"
"370","sji","Cyperaceae","Carex aperta","Carex aperta","Rare; wet sites and seeps.","","""Carex—Several of these records are doubtful or certainly erroneous. Depends on what you want to do with them. For myself, I like to have a separate list of questionable species and only put the verified species on the plant list."" FL ""For this list I’m keeping the same order as the original S&H for easy reference and comparison to the original. If we go any further with it will reorganize using current names and add an appendix listing taxa dropped and unsubstantiated reports separately."" HJ
 ""Of course, this takes some effort to track these records down. My rule is to only list proven things and note any changes like re-identifications, unverifiable reports, etc. in a separate list."" FL","","Carex aperta"
"371","sji","Cyperaceae","Carex aquatilis var. dives","Carex aquatilis dives","Lake margins and sedge fens; common throughout, particularly on Orcas Island.","","","","Carex aquatilis dives"
"372","sji","Cyperaceae","Carex arcta","Carex arcta","Swampy grpound, mostly on Orcas Island where sporadic.","","","","Carex arcta"
"373","sji","Cyperaceae","Carex athrostachya","Carex athrostachya","Wet meadows, occasional. MFD Eagle Point, San Juan 1974","","","","Carex athrostachya"
"374","sji","Cyperaceae","Carex aurea","Carex aurea","Quite common in flooded meadows, often where disturbed.","","","","Carex aurea"
"375","sji","Cyperaceae","Carex canescens ssp. canescens","Carex canescens canescens","Peck peat bog along Sportsmans lake 1923. Reported as C. canescens","","","","Carex canescens canescens"
"376","sji","Cyperaceae","Carex cusickii","Carex cusickii","Very common throughout; lake margins, bogs, sedge fens.","","","","Carex cusickii"
"377","sji","Cyperaceae","Carex deweyana","Carex deweyana","Moist coniferous and deciduous woodlands, exceedingly common.","","","","Carex deweyana"
"378","sji","Cyperaceae","Carex echinata","Carex echinata","Rare; sphagnum bogs and lake edgess on Orcas Island.","","","","Carex echinata"
"379","sji","Cyperaceae","Carex exsiccata","Carex exsiccata","Most common on Mt Constitution; sedge fens and lake margins; occasional elsewhere.","","""C. vesicaria not = C. exsiccata – edited to exsiccata relatively widespread, C. vesicaria relatively less common."" HJ","","Carex exsiccata"
"380","sji","Cyperaceae","Carex hassei","Carex hassei","Higgenbothem American amp, San Juan1981. Reported as Carex garberi Fernald.","","","","Carex hassei"
"381","sji","Cyperaceae","Carex hendersonii","Carex hendersonii","Uncommon in moist alder bottoms and mixed forest.","","","","Carex hendersonii"
"382","sji","Cyperaceae","Carex hoodii","Carex hoodii","Dry, rocky meadows, carpets open meadows in vicinity of Little Summit, Mt Constitution. Sharpe 1984.","","","","Carex hoodii"
"383","sji","Cyperaceae","Carex inops ssp. inops","Carex inops inops","Abundant throughout on open prairies and rocky areas.","","","","Carex inops inops"
"384","sji","Cyperaceae","Carex interior","Carex interior","Reported by L. Kunze, Orcas Island, Lake edges and sphagnum bogs, Orcas.","","","","Carex interior"
"385","sji","Cyperaceae","Carex kelloggii","Carex kelloggii","Sphagnum bogs and lake edges, Orcas. Reported as C. lenticularis var l.","","","","Carex kelloggii"
"386","sji","Cyperaceae","Carex kelloggii var. impressa","Carex kelloggii impressa","Rare; salt marshes and seeps along shorelines..","","","","Carex kelloggii impressa"
"387","sji","Cyperaceae","Carex kelloggii var. limnophila","Carex kelloggii limnophila","Rare, salt marshes and seeps along shoreline.","","","","Carex kelloggii limnophila"
"388","sji","Cyperaceae","Carex laeviculmis","Carex laeviculmis","Boggy lake edges and shaded stream valleys; rare in the vicinity of Cascade Lake, Orcas.","","","","Carex laeviculmis"
"389","sji","Cyperaceae","Carex leporina","Carex leporina","Rare; collected by Henderson at East Sound July 1892. FS Killebrew Lake, Orcas","","","","Carex leporina"
"390","sji","Cyperaceae","Carex leptalea","Carex leptalea","Fairly common on Orcas Island, generally on Sphagnum.","","","","Carex leptalea"
"391","sji","Cyperaceae","Carex leptopoda","Carex leptopoda","Peck San Juan 1923. Rapp Moran Park, Orcas 1981. Zika Orcas 2009,. Dunwiddie Henry Island 2018.","","","","Carex leptopoda"
"392","sji",NA,"Carex lyngbyei ssp. cryptocarpa","Carex lyngbyei","Widespread but uncommon in its limited habitat of salt and brachish marshes.","not in FPNW2","","",NA
"393","sji","Cyperaceae","Carex macrocephala","Carex macrocephala","Locally common on strand, Spencers Spit, Lopez I., Cattle Point, etc.","","","","Carex macrocephala"
"394","sji","Cyperaceae","Carex obnupta","Carex obnupta","Our most abundant sedge; occuring throughout in wet places. Often found in low, mucky sites in forest where nothing else grows.","","","","Carex obnupta"
"395","sji","Cyperaceae","Carex pachystachya","Carex pachystachya","An occasional species of variable habitats, wet to dry areas, sometimes where disturbed.","","""Note on original Saanich Pen C. festivella entry, all now C.p."" HJ","","Carex pachystachya"
"396","sji","Cyperaceae","Carex pansa","Carex pansa","Rare, collected by A. Ceska at Cattle Point, May 1983. Atkinson Cattle Point 1992, E. Bell Long Island 2005.","","","","Carex pansa"
"397","sji","Cyperaceae","Carex pauciflora","Carex pauciflora","Rare and local; bogs on Mt Constituion","","","","Carex pauciflora"
"398","sji","Cyperaceae","Carex pellita","Carex pellita","Reported as C. lasiocarpa occasional on Orcas sphagnum bogs and fens.","","","","Carex pellita"
"399","sji","Cyperaceae","Carex praticola","Carex praticola","Orcas, Cold Springs, SE of summit of Mt Constitution FS. San Juan I. South end of Mount Finlayson Marsh, just north of Cattle Point FS.","","","","Carex praticola"
"400","sji","Cyperaceae","Carex preslii","Carex preslii","Henderson Eastsound, Orcas 1892. Only low elevation record in Salish Basin.","","""I would delete these until confirmed. They are all doubtful to me: C. preslii"" FL ""Henderson 1892 only record. All other records high elevation. Note added."" HJ","","Carex preslii"
"401","sji","Cyperaceae","Carex rossii","Carex rossii","Occasional, dry, open woods. Zika Yellow Island 2009. Dunwiddie Willow Island 2009. Zika Deer Harbour Rd, Orcas 2021.","","","","Carex rossii"
"402","sji","Cyperaceae","Carex stipata","Carex stipata","Scattered and uncommon; moist spots in alder woodlands,seeps and pond borders.","","","","Carex stipata"
"403","sji","Cyperaceae","Carex subbracteata","Carex subbracteata","Zika False Bay area, San Juan 2007-2010.","","","","Carex subbracteata"
"404","sji","Cyperaceae","Carex tumulicola","Carex tumulicola","Moist meadows, Shaw, San Juan and Orcas.","","","","Carex tumulicola"
"405","sji","Cyperaceae","Carex unilateralis","Carex unilateralis","Zika Cattle Point 2018. Zika Argyle 2021.","","","","Carex unilateralis"
"406","sji","Cyperaceae","Carex utriculata","Carex utriculata","Fairly common in sedge fens; MtConstitution and vicinity","","","","Carex utriculata"
"407","sji","Cyperaceae","Carex vesicaria","Carex vesicaria","Gage and Rodman , Moran State Park, Orcas Island 1992.","","","","Carex vesicaria"
"408","sji","Cyperaceae","Carex viridula","Carex viridula","Sportsman Lake, Egg Lake San Juan. Lakes at summit Mt Constitution.","","","","Carex viridula"
"409","sji","Cyperaceae","Carex vulpinoidea","Carex vulpinoidea","Zika Lookout Hill, Orcas 2016","","","","Carex vulpinoidea"
"410","sji","Cyperaceae","Carex zikae","Carex zikae","In sand dunes at Cattle Point AC 1983.","","","","Carex zikae"
"411","sji","Cyperaceae","Dulichium arundinaceum","Dulichium arundinaceum","Occasional, Sphagnum bogs Orcas island.","","","","Dulichium arundinaceum"
"412","sji","Cyperaceae","Eleocharis acicularis","Eleocharis acicularis","Mucky edge of Cascade Lake, Orcas Island.","","","","Eleocharis acicularis"
"413","sji","Cyperaceae","Eleocharis macrostachya","Eleocharis macrostachya","Suksdorf Mt Lake, Orcas 1892, Lawrence Stuart Island 1904, Peck Sportsmans Lake, San Juan 1923.","","","","Eleocharis macrostachya"
"414","sji","Cyperaceae","Eleocharis palustris","Eleocharis palustris","Very common; around margins of grazed ponds and lakes.","","","","Eleocharis palustris"
"415","sji","Cyperaceae","Eleocharis parvula","Eleocharis parvula","Muddy, open shoreline; local at Cascade Lake, Orcas.","","","","Eleocharis parvula"
"416","sji","Cyperaceae","Eriophorum chamissonis","Eriophorum chamissonis","Local on sphagnum mats.","","","","Eriophorum chamissonis"
"417","sji","Cyperaceae","Eriophorum gracile","Eriophorum gracile","Rare and local in sphagnum bogs Mt Constitution.","","","","Eriophorum gracile"
"418","sji","Cyperaceae","Rhynchospora alba","Rhynchospora alba","Rare, collected at Summit Lake by Henderson, 1892.","","","","Rhynchospora alba"
"419","sji","Cyperaceae","Schoenoplectus acutus","Schoenoplectus acutus","Widespread on the periphery of protected salt marshes, lake margins and sphagnum bogs; fairly common.","","","","Schoenoplectus acutus"
"420","sji","Cyperaceae","Schoenoplectus americanus","Schoenoplectus americanus","Rare; wet, sandy beaches; collected by Lawrence on Stuart Island July 1904.","","","","Schoenoplectus americanus"
"421","sji","Cyperaceae","Schoenoplectus subterminalis","Schoenoplectus subterminalis","PZ East end of Little Twin Lake, Orcas Island 1999.","","","","Schoenoplectus subterminalis"
"422","sji","Cyperaceae","Schoenoplectus tabernaemontani","Schoenoplectus tabernaemontani","Wet edges of marshes, ponds or lakes;m rare; Orcas and Blakely. Not on Floristic Atlas of SJI or CPNWH","","","","Schoenoplectus tabernaemontani"
"423","sji","Cyperaceae","Scirpus cyperinus","Scirpus cyperinus","Rare, restricted in Washington to the northern end of the Puget Trough. In the San Juans it occurs sparingly in swampy areas on Orcas, particularly in the Mt. Woodland District.","","","","Scirpus cyperinus"
"424","sji","Cyperaceae","Scirpus microcarpus","Scirpus microcarpus","Fairly common in low, wet areas, often occuring with Phalaris.","","","","Scirpus microcarpus"
