"","area","Family","TaxonName","iNatTaxon","HJ_comment","FPNW_note","critical_comments","reviewed","iNat_taxon"
"187","ssi","Cactaceae","Opuntia fragilis","Opuntia fragilis","Grassy bluffs and ledges, rocky islets.","","","","Opuntia fragilis"
"188","ssi","Campanulaceae","Campanula medium","Campanula medium","Cultivated Bellflowers not reported for Saltspring.","","","","Campanula medium"
"189","ssi","Campanulaceae","Campanula scouleri","Campanula scouleri","Open forest, ridgelines.","","","","Campanula scouleri"
"190","ssi","Campanulaceae","Heterocodon rariflorus","Heterocodon rariflorum","HJ Bryant Hill Park date?","","","","Heterocodon rariflorum"
"191","ssi","Campanulaceae","Lobelia dortmanna","Lobelia dortmanna","TRA St Marys Lake, PDW St Marys Lake 1976, HJ St Marys Lake abundant 1981.","","","","Lobelia dortmanna"
"192","ssi","Campanulaceae","Triodanis perfoliata","Triodanis perfoliata","Open, grassy bluffs and ledges.","","","","Triodanis perfoliata"
"193","ssi","Cannabaceae","Humulus lupulus var. lupulus","Humulus lupulus lupulus","Disturbed, recently logged ground Fulford Valley.","","","","Humulus lupulus lupulus"
"194","ssi","Caprifoliaceae","Centranthus ruber","Centranthus ruber","Long Harbour Rd 2019 iNaturalist report.","","","","Centranthus ruber"
"195","ssi","Caprifoliaceae","Dipsacus fullonum","Dipsacus fullonum","HJ Burgoyne Valley roadside ditches 1981. Rainbow Road and Booth Canal obs 1982.","","","","Dipsacus fullonum"
"196","ssi","Caprifoliaceae","Linnaea borealis ssp. longiflora","Linnaea borealis longiflora","Open, mesic forest.","","","","Linnaea borealis longiflora"
"197","ssi","Caprifoliaceae","Lonicera ciliosa","Lonicera ciliosa","Open, mesic forest.","","","","Lonicera ciliosa"
"198","ssi","Caprifoliaceae","Lonicera hispidula","Lonicera hispidula","Mesic forest.","","","","Lonicera hispidula"
"199","ssi","Caprifoliaceae","Lonicera involucrata var. involucrata","Lonicera involucrata involucrata","TRA Cusheon Lake, Ganges date?","","","","Lonicera involucrata involucrata"
"200","ssi","Caprifoliaceae","Plectritis congesta","Plectritis congesta","Rocky shorelines and cliffs, grassy bluffs","","","","Plectritis congesta"
"201","ssi","Caprifoliaceae","Plectritis macrocera","Plectritis macrocera","Mt Maxwell Cameron 2019 iNaturalist report. Thompson Broadwell Rd 2020 iNaturalist report.","","","","Plectritis macrocera"
"202","ssi","Caprifoliaceae","Symphoricarpos albus","Symphoricarpos albus","Open ground, woods, and thickets.","","","","Symphoricarpos albus"
"203","ssi","Caprifoliaceae","Symphoricarpos mollis var. hesperius","Symphoricarpos mollis hesperius","Moist mixed forest edge and adjacent gravelly slopes.","","","","Symphoricarpos mollis hesperius"
"204","ssi","Caprifoliaceae","Valerianella locusta","Valerianella locusta","TRA Brackman Island, Fulford Harbour HJ Beaver Point 1980.","","","","Valerianella locusta"
"205","ssi","Caryophyllaceae","Arenaria serpyllifolia","Arenaria serpyllifolia","Dry, open bluffs, dry slopes.","","","","Arenaria serpyllifolia"
"206","ssi","Caryophyllaceae","Cerastium arvense ssp. strictum","Cerastium arvense strictum","Grassy bluffs; rocky hillsides and dry to moist grassland.","","","","Cerastium arvense strictum"
"207","ssi","Caryophyllaceae","Cerastium brachypodum","Cerastium brachypodum","TRA Beaver Point","","","","Cerastium brachypodum"
"208","ssi","Caryophyllaceae","Cerastium fontanum ssp. vulgare","Cerastium holosteoides","Lawns and gardens; weedy and common throughout.","","","","Cerastium holosteoides"
"209","ssi","Caryophyllaceae","Cerastium glomeratum","Cerastium glomeratum","Disturbed ground, fields and waste places throughout.","","","","Cerastium glomeratum"
"210","ssi","Caryophyllaceae","Dianthus deltoides","Dianthus deltoides","TRA Ganges 1957, Wilson Ganges 1960.","","","","Dianthus deltoides"
"211","ssi","Caryophyllaceae","Lychnis coronaria","Silene coronaria","Roadsides and waste ground, spreading agressivly into native bluff grasslands.","","","","Silene coronaria"
"212","ssi","Caryophyllaceae","Moehringia macrophylla","Moehringia macrophylla","Shaded to open woods and rocky slopes.","","","","Moehringia macrophylla"
"213","ssi","Caryophyllaceae","Moenchia erecta","Moenchia erecta","FL Ruckle Park 1996.","","","","Moenchia erecta"
"214","ssi","Caryophyllaceae","Sabulina macra","Sabulina macra","HJ Mt Erskine 1980, HJ Mt Maxwell 1980..","","","","Sabulina macra"
"215","ssi","Caryophyllaceae","Sabulina rubella","Sabulina rubella","Exposed rocky ridge, M Erskin HJ 1980.","","","","Sabulina rubella"
"216","ssi","Caryophyllaceae","Sagina apetala","Sagina apetala","FL 2002 Ganges, waterfront strip mall south of wharf, south of Centennial Park.","","","","Sagina apetala"
"217","ssi","Caryophyllaceae","Sagina decumbens ssp. occidentalis","Sagina decumbens occidentalis","FL Ruckle Park 2002. Seaside depressions on rocky shore with Plantago bigelovii, Poa annua.","","","","Sagina decumbens occidentalis"
"218","ssi","Caryophyllaceae","Sagina maxima ssp. crassicaulis","Sagina maxima crassicaulis","Hardy Ganges 1949, TRA Fulford rocky cliffs 1960.","","","","Sagina maxima crassicaulis"
"219","ssi","Caryophyllaceae","Sagina procumbens","Sagina procumbens","TRA Beaver Point 1955, Mt Tuam 1957.","","","","Sagina procumbens"
"220","ssi","Caryophyllaceae","Sagina saginoides","Sagina saginoides","TRA Fulford.","","","","Sagina saginoides"
"221","ssi","Caryophyllaceae","Silene antirrhina","Silene antirrhina","Grassy bluffs.","","","","Silene antirrhina"
"222","ssi","Caryophyllaceae","Silene gallica","Silene gallica","TRA Beaver Point 1957, HLR Mt Maxwell 2017. Grassy bluffs, occasionaly cultivated ground","","","","Silene gallica"
"223","ssi","Caryophyllaceae","Silene latifolia","Silene latifolia","Roadsides and waste ground.","","","","Silene latifolia"
"224","ssi","Caryophyllaceae","Silene scouleri","Silene scouleri","HLR Mt Tuam 2007-2018. AC Mt Tzuhalem 2000.","","","","Silene scouleri"
"225","ssi","Caryophyllaceae","Silene vulgaris","Silene vulgaris","TRA Fernwood, Fulford 1956, Lady Minto 1959, also Ganges","","","","Silene vulgaris"
"226","ssi","Caryophyllaceae","Spergula arvensis","Spergula arvensis","Cultivated land, gardens, waste ground.","","","","Spergula arvensis"
"227","ssi","Caryophyllaceae","Spergularia canadensis var. occidentalis","Spergularia canadensis occidentalis","Tidal mud flats.","","","","Spergularia canadensis occidentalis"
"228","ssi","Caryophyllaceae","Spergularia macrotheca","Spergularia macrotheca","Mud flats and salt marshes,","","","","Spergularia macrotheca"
"229","ssi","Caryophyllaceae","Spergularia rubra","Spergularia rubra","Roadside and waste ground.","","","","Spergularia rubra"
"230","ssi","Caryophyllaceae","Spergularia salina","Spergularia marina","Mud flats and salt marshes,","","","","Spergularia marina"
"231","ssi","Caryophyllaceae","Stellaria borealis ssp. sitchana","Stellaria borealis sitchana","Edges of fens, lakes and other wetlands.","","","","Stellaria borealis sitchana"
"232","ssi","Caryophyllaceae","Stellaria crispa","Stellaria crispa","Deep, moist woods and stream banks.","","","","Stellaria crispa"
"233","ssi","Caryophyllaceae","Stellaria graminea","Stellaria graminea","TRA Stewart Lake 1956","","","","Stellaria graminea"
"234","ssi","Caryophyllaceae","Stellaria longipes","Stellaria longipes","location?","","","","Stellaria longipes"
"235","ssi","Caryophyllaceae","Stellaria media","Stellaria media","Disturbed moist ground.","","","","Stellaria media"
"236","ssi","Caryophyllaceae","Stellaria nitens","Stellaria nitens","Grassy bluffs and gravelly soil.","","","","Stellaria nitens"
"237","ssi","Celastraceae","Paxistima myrsinites","Paxistima myrsinites","Rocky ledges in forest.","","","","Paxistima myrsinites"
"238","ssi","Ceratophyllaceae","Ceratophyllum demersum","Ceratophyllum demersum","TRA Cusheon Lake, Warrington Bullocks Lake, Ford Lake","","","","Ceratophyllum demersum"
"239","ssi","Ceratophyllaceae","Ceratophyllum echinatum","Ceratophyllum echinatum","Warrington Ford Lake, Bullocks Lake 1978.","","","","Ceratophyllum echinatum"
"240","ssi","Convolvulaceae","Calystegia sepium","Calystegia sepium","Moist soils, along roads, ditches, hedgerows and waste places.","","","","Calystegia sepium"
"241","ssi","Convolvulaceae","Convolvulus arvensis","Convolvulus arvensis","Fields and disturbed ground.","","","","Convolvulus arvensis"
"242","ssi","Convolvulaceae","Cuscuta pacifica var. pacifica","Cuscuta pacifica pacifica","On Salicornia in salt marshes.","","","","Cuscuta pacifica pacifica"
"243","ssi","Cornaceae","Cornus nuttallii","Cornus nuttallii","Mesic forest.","","","","Cornus nuttallii"
"244","ssi","Cornaceae","Cornus occidentalis","Cornus sericea occidentalis","Harrington Rainbow Beach 1950.","","","","Cornus sericea occidentalis"
"245","ssi","Cornaceae","Cornus stolonifera","Cornus sericea","Moist places along streams, lakes and boggy areas.","","","","Cornus sericea"
"246","ssi","Crassulaceae","Crassula tillaea","Crassula tillaea","FL Beaver Point 2002.","","","","Crassula tillaea"
"247","ssi","Crassulaceae","Sedum acre","Sedum acre","RDB Fulford, rocks above sea 1971.","","","","Sedum acre"
"248","ssi","Crassulaceae","Sedum album","Sedum album","Beaver Point, Beddis Rd, Long Harbour Rd iNaturalist reports 2019-2020.","","","","Sedum album"
"249","ssi","Crassulaceae","Sedum lanceolatum","Sedum lanceolatum","Grassy bluff ledges. TRA Beaver Point 1957.","recorded by HJ: Sedum lanceolatum var. nesioticum; Sedum lanceolatum var. nesioticum not recognized in FPNW2","","","Sedum lanceolatum"
"250","ssi","Crassulaceae","Sedum spathulifolium","Sedum spathulifolium","Coastal cliffs, ledges, and rocky outcrops.","","","","Sedum spathulifolium"
"251","ssi","Cucurbitaceae","Marah oreganus","Marah oregana","TRA Fulford above St Pauls church - not relocated 2003-2004.","","","","Marah oregana"
"252","ssi","Cupressaceae","Juniperus scopulorum","Juniperus scopulorum","Rocky points, low, open south shorelines. Some reports as J. maritima.","","""Genetically this is J. maritima, but you follow the Flora of the PNW (2nd Ed.) so this is fine with the note they are the same thing."" FL E-Flora BC and other PNW collections are using J. maritima","","Juniperus scopulorum"
"253","ssi","Cupressaceae","Thuja plicata","Thuja plicata","Moist bottom lands to rarely dry, exposed ridges; common throughout.","","","","Thuja plicata"
"254","ssi","Cyperaceae","Bolboschoenus maritimus ssp. paludosus","Bolboschoenus maritimus paludosus","HJ Long Harbour 1983.","","","","Bolboschoenus maritimus paludosus"
"255","ssi","Cyperaceae","Carex aquatilis var. dives","Carex aquatilis dives","HJ Mt Bruce boggy lake edges. Weston Lake TRA 1955.","","","","Carex aquatilis dives"
"256","ssi","Cyperaceae","Carex arcta","Carex arcta","Sedge fens and bogs throughout.","","","","Carex arcta"
"257","ssi","Cyperaceae","Carex aurea","Carex aurea","Wet, sedgey meadows.","","","","Carex aurea"
"258","ssi","Cyperaceae","Carex canescens ssp. canescens","Carex canescens canescens","Lake shores and floating vegetation mats","","","","Carex canescens canescens"
"259","ssi","Cyperaceae","Carex cusickii","Carex cusickii","St. Mary's Lake, shoreline fens.ICS Maxwell Rd 1975","","","","Carex cusickii"
"260","ssi","Cyperaceae","Carex deweyana","Carex deweyana","Common moist woodland. =Carex leptopoda? See Wilson et al. (2008)","","","","Carex deweyana"
"261","ssi","Cyperaceae","Carex echinata","Carex echinata","Sedge fens, TRA Weston Lake 1955.","","","","Carex echinata"
"262","ssi","Cyperaceae","Carex exsiccata","Carex exsiccata","Sedge fens and lake margins.","","""C. vesicaria not = C. exsiccata – edited to exsiccata relatively widespread, C. vesicaria relatively less common."" HJ","","Carex exsiccata"
"263","ssi","Cyperaceae","Carex feta","Carex feta","Beaver Point, TRA 1957,Blackburn Lake, Sedgy hay field, Burgoyne Bay. FL wet field north of Vesuvius 2010.","","","","Carex feta"
"264","ssi","Cyperaceae","Carex flava","Carex flava","Maxwell Lake TRA","","","","Carex flava"
"265","ssi","Cyperaceae","Carex hassei","Carex hassei","TRA Cusheon Lake 1957.","","","","Carex hassei"
"266","ssi","Cyperaceae","Carex hendersonii","Carex hendersonii","Moist Alder-Sword Fern woodlands.","","","","Carex hendersonii"
"267","ssi","Cyperaceae","Carex hoodii","Carex hoodii","FL Mount Maxwell, west slope near north edge of ecological reserve, wet area at wide flat ledge on Garry oak slope with Carex inops, weedy grasses 1999.","","","","Carex hoodii"
"268","ssi","Cyperaceae","Carex inops ssp. inops","Carex inops inops","Open, south facing bluffs, grassy slopes.","","","","Carex inops inops"
"269","ssi","Cyperaceae","Carex interior","Carex interior","C. Clement collection location?","","","","Carex interior"
"270","ssi","Cyperaceae","Carex kelloggii var. impressa","Carex kelloggii impressa","Wet meadows and bogs SSI location?","","","","Carex kelloggii impressa"
"271","ssi","Cyperaceae","Carex kelloggii var. limnophila","Carex kelloggii limnophila","Lowland sedge fens.","","","","Carex kelloggii limnophila"
"272","ssi","Cyperaceae","Carex leporina","Carex leporina","Moist meadows and fields; TRA Roberts Lake.","","","","Carex leporina"
"273","ssi","Cyperaceae","Carex leptopoda","Carex leptopoda","TRA Isabella Point 1956.","","","","Carex leptopoda"
"274","ssi",NA,"Carex lyngbyei ssp. cryptocarpa","Carex lyngbyei","Seepy, protected shoreline.","not in FPNW2","","",NA
"275","ssi","Cyperaceae","Carex macloviana","Carex macloviana","1971 R.D. Bird overgrazed sheep pasture Mt Bruce area and Isabella Point.","","""I would delete these until confirmed. They are all doubtful to me: C. macloviana (northern species and in alpine in extreme SC BC - not the same as C. pachystachya)."" FL ""Will recheck all macloviana vouchers for Saanich at V."" HJ","","Carex macloviana"
"276","ssi","Cyperaceae","Carex obnupta","Carex obnupta","Sedge fens, common throughout.","","","","Carex obnupta"
"277","ssi","Cyperaceae","Carex pachystachya","Carex pachystachya","Meadows, farm fields, moist forest.","","""Note on original Saanich Pen C. festivella entry, all now C.p."" HJ","","Carex pachystachya"
"278","ssi","Cyperaceae","Carex pellita","Carex pellita","Reported from Maxwell Lake and Mt Bruce. Vouchers?","","","","Carex pellita"
"279","ssi","Cyperaceae","Carex praticola","Carex praticola","TRA collection 1955, Ganges. Confirmed RTO.","","","","Carex praticola"
"280","ssi","Cyperaceae","Carex stipata","Carex stipata","ICS location? Dunnison Duck Creek Park iNaturalist observation 2021.","","","","Carex stipata"
"281","ssi","Cyperaceae","Carex sylvatica","Carex sylvatica","FL Meadows, roadside ditches Ruckle Park 2002.","","","","Carex sylvatica"
"282","ssi","Cyperaceae","Carex unilateralis","Carex unilateralis","HJ Bullock's Lake.","","","","Carex unilateralis"
"283","ssi","Cyperaceae","Carex utriculata","Carex utriculata","Sedge fens, common.","","","","Carex utriculata"
"284","ssi","Cyperaceae","Carex viridula","Carex viridula","TRA Weston lake, Stewart Lake, Lakes on Mt Bruce.","","","","Carex viridula"
"285","ssi","Cyperaceae","Carex zikae","Carex zikae","FL Mt Erskine 2002, RDB 1967.","","","","Carex zikae"
"286","ssi","Cyperaceae","Dulichium arundinaceum","Dulichium arundinaceum","Cusheon Lake, Weston Lake. Boggy lake shores Mt Bruce.","","","","Dulichium arundinaceum"
"287","ssi","Cyperaceae","Eleocharis palustris","Eleocharis palustris","Shallow standing water, pond and lakes.","","","","Eleocharis palustris"
"288","ssi","Cyperaceae","Eriophorum chamissonis","Eriophorum chamissonis","Boggy lake shore, Mt Bruce.","","","","Eriophorum chamissonis"
"289","ssi","Cyperaceae","Rhynchospora alba","Rhynchospora alba","Boggy lake shores, Mt Bruce lakes.","","","","Rhynchospora alba"
"290","ssi","Cyperaceae","Schoenoplectus acutus","Schoenoplectus acutus","Lake margins and deep water fens.","","","","Schoenoplectus acutus"
"291","ssi","Cyperaceae","Scirpus microcarpus","Scirpus microcarpus","Fens and lake shores.","","","","Scirpus microcarpus"
"292","ssi","Cystopteridaceae","Cystopteris fragilis","Cystopteris fragilis","Shady woods, moist rocky north slopes. Fairly common.","","","","Cystopteris fragilis"
"293","ssi","Cystopteridaceae","Gymnocarpium disjunctum","Gymnocarpium disjunctum","RDB reported present, location unknown.","","","","Gymnocarpium disjunctum"
"294","ssi","Dennstaedtiaceae","Pteridium aquilinum var. pubescens","Pteridium aquilinum pubescens","Partial shade to open, exposed places; common throughout. Occasional disturbed ground., exposed south facing bluffs","","","","Pteridium aquilinum pubescens"
"295","ssi","Droseraceae","Drosera rotundifolia","Drosera rotundifolia","TRA Cranberry Bog, HJ Lake on Mt Bruce 1975.","","","","Drosera rotundifolia"
"296","ssi","Dryopteridaceae","Dryopteris carthusiana","Dryopteris carthusiana","TRA 1955. Location North Saltspring no detail.","","","","Dryopteris carthusiana"
"297","ssi","Dryopteridaceae","Dryopteris expansa","Dryopteris expansa","Occasional shady, moist woods on decaying wood.","","","","Dryopteris expansa"
"298","ssi","Dryopteridaceae","Polystichum munitum","Polystichum munitum","Shady, moist woods, wooded hillsides, open wet forests; widespread and very common in suitable habitats, lowlands and lower north slopes.","","","","Polystichum munitum"
"299","ssi","Elaeagnaceae","Shepherdia canadensis","Shepherdia canadensis","Open fir forest.","","","","Shepherdia canadensis"
"300","ssi","Equisetaceae","Equisetum arvense","Equisetum arvense","common throughout","","","","Equisetum arvense"
"301","ssi","Equisetaceae","Equisetum hyemale ssp. affine","Equisetum hyemale affine","Common throughout shady edges of wetlands","","","","Equisetum hyemale affine"
"302","ssi","Equisetaceae","Equisetum telmateia ssp. braunii","Equisetum telmateia braunii","Widespread lowland wetlands and ditches.","","","","Equisetum telmateia braunii"
"303","ssi","Ericaceae","Allotropa virgata","Allotropa virgata","Open, mature upland forest.","","","","Allotropa virgata"
"304","ssi","Ericaceae","Arbutus menziesii","Arbutus menziesii","Dry south slopes or shoreline forest.","","","","Arbutus menziesii"
"305","ssi","Ericaceae","Arctostaphylos columbiana","Arctostaphylos columbiana","Mt Maxwell summit ridge.","","","","Arctostaphylos columbiana"
"306","ssi","Ericaceae","Arctostaphylos media","Arctostaphylos × media","TRA Mt Maxwell 1955, HJ Mt Maxwell obs.","","","","Arctostaphylos × media"
"307","ssi","Ericaceae","Arctostaphylos uva-ursi","Arctostaphylos uva-ursi","HJ Mt Tuam, Mt Maxwell,Mt Bruce 1979.","","","","Arctostaphylos uva-ursi"
"308","ssi","Ericaceae","Chimaphila umbellata ssp. umbellata","Chimaphila umbellata umbellata","Open or dense coniferous forest.","","","","Chimaphila umbellata umbellata"
"309","ssi","Ericaceae","Gaultheria shallon","Gaultheria shallon","Mesic upland forest.","","","","Gaultheria shallon"
"310","ssi","Ericaceae","Hemitomes congestum","Hemitomes congestum","McDonald iNaturalist Mt Erskine observation 2019.","","","","Hemitomes congestum"
"311","ssi","Ericaceae","Kalmia microphylla var. occidentalis","Kalmia microphylla occidentalis","TRA Cranberry Bog 1971.","","","","Kalmia microphylla occidentalis"
"312","ssi","Ericaceae","Monotropa hypopitys","Monotropa hypopitys","ICS Mt Erskine 1977. confirmed Gary Wallace.","","","","Monotropa hypopitys"
"313","ssi","Ericaceae","Monotropa uniflora","Monotropa uniflora","Open Fir forest.","","","","Monotropa uniflora"
"314","ssi","Ericaceae","Pterospora andromedea","Pterospora andromedea","TRA thick woods above Cranberry Bog 1957.","","","","Pterospora andromedea"
"315","ssi","Ericaceae","Pyrola aphylla","Pyrola aphylla","TRA Burgoyne Bay 1956.","","","","Pyrola aphylla"
"316","ssi","Ericaceae","Pyrola asarifolia","Pyrola asarifolia","TRA Beaver Point 1955, Burgoyne Bay and Isabella Point 1956","","","","Pyrola asarifolia"
"317","ssi","Ericaceae","Pyrola picta","Pyrola picta","TRA Isabella Point, Burgoyne Bay 1956, Occasional in higher elevation forest.","","","","Pyrola picta"
"318","ssi","Ericaceae","Rhododendron groenlandicum","Rhododendron groenlandicum","TRA Cranberry Bog 1957. HJ Mt Bruce wetland 1979.","","","","Rhododendron groenlandicum"
"319","ssi","Ericaceae","Vaccinium ovatum","Vaccinium ovatum","TRA Booth Bay 1956.","","","","Vaccinium ovatum"
"320","ssi","Ericaceae","Vaccinium oxycoccos","Vaccinium oxycoccos","TRA Cranberry Bog 1957, HJ Mt Bruce bog 1979.","","","","Vaccinium oxycoccos"
"321","ssi","Ericaceae","Vaccinium parvifolium","Vaccinium parvifolium","On raw humus and decaying wood in coniferous forest.","","","","Vaccinium parvifolium"
"322","ssi","Euphorbiaceae","Euphorbia cyparissias","Euphorbia cyparissias","location?","","","","Euphorbia cyparissias"
"323","ssi","Euphorbiaceae","Euphorbia peplus","Euphorbia peplus","Gardens, flower beds, waste land.","","","","Euphorbia peplus"
"324","ssi","Fabaceae","Acmispon denticulatus","Acmispon denticulatus","TRA Burgoyne Bay","","","","Acmispon denticulatus"
"325","ssi","Fabaceae","Acmispon parviflorus","Acmispon parviflorus","Grassy bluffs, roadsides.","","","","Acmispon parviflorus"
"326","ssi","Fabaceae","Cytisus scoparius","Cytisus scoparius","Roadsides, dry grassland, bluffs, spreading from disturbed ground.","","","","Cytisus scoparius"
"327","ssi",NA,"Laburnum anagyroides","Laburnum anagyroides","Several iNaturalist reports for area.","","","",NA
"328","ssi","Fabaceae","Lathyrus japonicus","Lathyrus japonicus","Sandy beaches and shoreline.","","","","Lathyrus japonicus"
"329","ssi","Fabaceae","Lathyrus latifolius","Lathyrus latifolius","Along roads, waste land.","","","","Lathyrus latifolius"
"330","ssi","Fabaceae","Lathyrus nevadensis var. nevadensis","Lathyrus nevadensis nevadensis","Open, mesic woodland.","","","","Lathyrus nevadensis nevadensis"
"331","ssi","Fabaceae","Lathyrus sylvestris","Lathyrus sylvestris","ICS Fulford. Burgoyne Bay iNaturalist report 2020.","","","","Lathyrus sylvestris"
"332","ssi","Fabaceae","Lotus corniculatus","Lotus corniculatus","Roadsides, lawns, waste areas.","","","","Lotus corniculatus"
"333","ssi","Fabaceae","Lupinus arboreus","Lupinus arboreus","Roadsides, waste ground. RDB Ganges 1971, TRA Fulford 1958","","","","Lupinus arboreus"
"334","ssi","Fabaceae","Lupinus bicolor","Lupinus bicolor","Grassy bluffs, grassy shoreline ledges.","","","","Lupinus bicolor"
"335","ssi","Fabaceae","Lupinus polyphyllus","Lupinus polyphyllus","Roadsides; moist ground; included in Highways bank seeding. vars?","","","","Lupinus polyphyllus"
"336","ssi","Fabaceae","Medicago arabica","Medicago arabica","FL Fulford Harbour, Drummond Park 2010.","","","","Medicago arabica"
"337","ssi","Fabaceae","Medicago lupulina","Medicago lupulina","TRA Beaver Point.","","","","Medicago lupulina"
"338","ssi","Fabaceae","Medicago polymorpha","Medicago polymorpha","Luft Lyoness Rd iNaturalist report 2020.","","","","Medicago polymorpha"
"339","ssi","Fabaceae","Medicago sativa","Medicago sativa","Farm fields, pasture.","","","","Medicago sativa"
"340","ssi","Fabaceae","Melilotus albus","Melilotus albus","Roadsides, waste land, beaches.","","","","Melilotus albus"
"341","ssi","Fabaceae","Melilotus officinalis","Melilotus officinalis","Roadsides, waste ground.","","","","Melilotus officinalis"
"342","ssi","Fabaceae","Trifolium arvense","Trifolium arvense","Dry roadside verges.","","","","Trifolium arvense"
"343","ssi","Fabaceae","Trifolium campestre","Trifolium campestre","Lawns, roadsides, waste places.","","","","Trifolium campestre"
"344","ssi","Fabaceae","Trifolium dichotomum","Trifolium dichotomum","Grassy, south facing bluffs","","","","Trifolium dichotomum"
"345","ssi","Fabaceae","Trifolium dubium","Trifolium dubium","Lawns, pasture and waste grounds throughout.","","","","Trifolium dubium"
"346","ssi","Fabaceae","Trifolium hybridum","Trifolium hybridum","Roadsides, pasture, fields,","","","","Trifolium hybridum"
"347","ssi","Fabaceae","Trifolium incarnatum","Trifolium incarnatum","iNaturalist report Musgrave Rd 2019","","","","Trifolium incarnatum"
"348","ssi","Fabaceae","Trifolium microcephalum","Trifolium microcephalum","Grassy bluffs and ledges.","","","","Trifolium microcephalum"
"349","ssi","Fabaceae","Trifolium microdon","Trifolium microdon","Bluffs, slopes on sandy or rocky soil.","","","","Trifolium microdon"
"350","ssi","Fabaceae","Trifolium oliganthum","Trifolium oliganthum","Bluff, grassland on dry, rocky soils.","","","","Trifolium oliganthum"
"351","ssi","Fabaceae","Trifolium pratense","Trifolium pratense","Moist roadsides, lawn, meadows.","","","","Trifolium pratense"
"352","ssi","Fabaceae","Trifolium repens","Trifolium repens","Lawns, pastures, roadsides, waste areas.","","","","Trifolium repens"
"353","ssi","Fabaceae","Trifolium striatum","Trifolium striatum","FL Long Harbour ferry terminal.","","","","Trifolium striatum"
"354","ssi","Fabaceae","Trifolium subterraneum","Trifolium subterraneum","FL Cusheon Lake 2002.","","","","Trifolium subterraneum"
"355","ssi","Fabaceae","Trifolium variegatum","Trifolium variegatum","Grassy banks just above sea, grassy bluffs.","","","","Trifolium variegatum"
"356","ssi","Fabaceae","Trifolium willdenovii","Trifolium willdenovii","Bluff, grassland on dry, rocky soils.","","","","Trifolium willdenovii"
"357","ssi","Fabaceae","Trifolium wormskioldii","Trifolium wormskioldii","TRA Ganges, HJ Booth Canal.","","","","Trifolium wormskioldii"
"358","ssi","Fabaceae","Ulex europaeus","Ulex europaeus","Waste ground, shoreline banks, disturbed ground on ridges.","","","","Ulex europaeus"
"359","ssi","Fabaceae","Vicia americana","Vicia americana","Dry, open woods.","","","","Vicia americana"
"360","ssi","Fabaceae","Vicia cracca","Vicia cracca","Roadsides and waste ground.","","","","Vicia cracca"
"361","ssi","Fabaceae","Vicia hirsuta","Vicia hirsuta","Roadsides, disturbed ground.","","","","Vicia hirsuta"
"362","ssi","Fabaceae","Vicia lathyroides","Vicia lathyroides","Long, Musgrave Landing. FL Mt Tuam 1999, HLR Ruckle Park 1999.","","","","Vicia lathyroides"
"363","ssi","Fabaceae","Vicia nigricans var. gigantea","Vicia gigantea","Open forest and gulleys near salt water, wet brackish or saline places.","","","","Vicia gigantea"
"364","ssi","Fabaceae","Vicia sativa","Vicia sativa","Roadsides, disturbed ground.","","","","Vicia sativa"
"365","ssi","Fabaceae","Vicia tetrasperma","Vicia tetrasperma","Roadsides, cultivated ground, weedy areas.","","","","Vicia tetrasperma"
"366","ssi","Fabaceae","Vicia villosa","Vicia villosa","Roadside, fields, ddisturbed areas.","","","","Vicia villosa"
"367","ssi","Fagaceae","Quercus garryana","Quercus garryana","Exposed bulffs, grassy slopes and islets. All islands. Never in mixed forest as on Saanich Peninsula.","","","","Quercus garryana"
"368","ssi","Gentianaceae","Centaurium erythraea","Centaurium erythraea","Farm fields, meadows.","","","","Centaurium erythraea"
"369","ssi","Geraniaceae","Erodium cicutarium","Erodium cicutarium","Disturbed ground.","","","","Erodium cicutarium"
"370","ssi","Geraniaceae","Geranium bicknellii","Geranium bicknellii","ICS location? MCM collection?","","","","Geranium bicknellii"
"371","ssi","Geraniaceae","Geranium carolinianum","Geranium carolinianum","Dry roadsides, dirt roads. HJ Deadman Islet 1996.","","","","Geranium carolinianum"
"372","ssi","Geraniaceae","Geranium lucidum","Geranium lucidum","FL North Beach Rd, grassy roadside 2010. First BC record of this invasive species.","","","","Geranium lucidum"
"373","ssi","Geraniaceae","Geranium molle","Geranium molle","Roadside, lawns, waste places, open grassy bluffs","","","","Geranium molle"
"374","ssi","Geraniaceae","Geranium purpureum","Geranium purpureum","Rose Reynolds Rd iNaturalist report 2020. No herbarium records for area found.","","","","Geranium purpureum"
"375","ssi","Geraniaceae","Geranium robertianum","Geranium robertianum","Many iNaturalist reports for area.","","","","Geranium robertianum"
"376","ssi","Grossulariaceae","Ribes bracteosum","Ribes bracteosum","Thompson Sunset Drive iNaturalist report 2019.","","","","Ribes bracteosum"
"377","ssi","Grossulariaceae","Ribes divaricatum var. divaricatum","Ribes divaricatum divaricatum","Moist, open woods and thickets; occasional throughout.","","","","Ribes divaricatum divaricatum"
"378","ssi","Grossulariaceae","Ribes lacustre","Ribes lacustre","Shady lake edges, muddy places, damp forest floor.","","","","Ribes lacustre"
"379","ssi","Grossulariaceae","Ribes lobbii","Ribes lobbii","TRA St Marys Lake, Cusheon Lake 1955. Calder Mt Maxwell 1961. Common along roadside Mt Tuam area.","","","","Ribes lobbii"
